payment_id,order_id,payment_date,payment_amount,payment_status
PAY001049,O001128,2025-05-30,10999.91,PARTIAL
PAY001050,O001129,2025-06-18,9208.37,PAID
PAY001051,O001130,2025-05-29,16216.56,PAID
PAY001052,O001131,2025-05-22,35112.92,PAID
PAY001053,O001132,2025-06-02,14623.65,PARTIAL
PAY001054,O001133,2025-06-06,870.4,PARTIAL
PAY001055,O001134,2025-06-13,29954.39,PARTIAL
PAY001056,O001135,2025-06-09,22325.56,PAID
PAY001057,O001136,2025-05-20,31831.22,PAID
PAY001058,O001137,2025-06-22,361873.75,PAID
PAY001059,O001138,2025-06-24,376279.95,PAID
PAY001060,O001139,2025-06-09,182532.65,PAID
PAY001061,O001140,2025-07-01,156745.57,PAID
PAY001062,O001141,2025-05-21,43178.2,PAID
PAY001063,O001142,2025-06-23,31468.26,PAID
PAY001064,O001143,2025-06-06,21578.31,PARTIAL
PAY001065,O001144,2025-06-05,12917.96,PARTIAL
PAY001066,O001145,2025-06-04,12891.18,PAID
PAY001067,O001146,2025-05-20,17061.29,PAID
PAY001068,O001147,2025-06-14,20813.62,PAID
PAY001069,O001148,2025-07-12,42129.13,PARTIAL
PAY001070,O001149,2025-07-24,186599.26,PAID
PAY001071,O001150,2025-07-19,17145.75,PAID
PAY001072,O001151,2025-06-28,92619.23,PARTIAL
PAY001073,O001152,2025-06-25,159665.68,PAID
PAY001074,O001153,2025-07-07,11988.79,PARTIAL
PAY001075,O001154,2025-06-20,31340.52,PARTIAL
PAY001076,O001155,2025-07-15,336797.01,PAID
PAY001077,O001156,2025-06-30,305129.91,PAID
PAY001078,O001157,2025-06-26,74755.91,PAID
PAY001079,O001158,2025-07-11,21522.51,PAID
PAY001080,O001159,2025-07-12,23185.33,PAID
PAY001081,O001160,2025-06-29,19360.26,PAID
PAY001082,O001161,2025-07-24,14799.12,PAID
PAY001083,O001163,2025-06-28,26165.42,PAID
PAY001084,O001164,2025-06-30,48151.04,PAID
PAY001085,O001165,2025-07-19,30621.06,PAID
PAY001086,O001166,2025-06-24,23714.16,PARTIAL
PAY001087,O001167,2025-08-02,8558.55,PAID
PAY001088,O001168,2025-06-29,1184.65,PARTIAL
PAY001089,O001169,2025-06-21,11947.22,PAID
PAY001090,O001170,2025-07-06,12653.19,PAID
PAY001091,O001171,2025-07-07,25873.44,PAID
PAY001092,O001172,2025-07-27,3349.29,PAID
PAY001093,O001173,2025-07-14,24239.56,PAID
PAY001094,O001174,2025-07-06,19848.13,PAID
PAY001095,O001175,2025-06-23,17877.01,PAID
PAY001096,O001176,2025-06-30,120004.39,PAID
PAY001097,O001177,2025-07-07,198000.63,PAID
PAY001098,O001179,2025-07-07,30698.77,PAID
PAY001099,O001180,2025-06-13,169733.57,PAID
PAY001100,O001181,2025-06-29,44194.96,PAID
PAY001101,O001182,2025-07-02,16720.44,PARTIAL
PAY001102,O001183,2025-07-10,129140.07,PAID
PAY001103,O001184,2025-06-22,61129.1,PARTIAL
PAY001104,O001185,2025-07-26,249894.53,PAID
PAY001105,O001186,2025-07-02,134460.76,PAID
PAY001106,O001187,2025-07-21,359555.36,PAID
PAY001107,O001188,2025-07-04,5332.31,PAID
PAY001108,O001189,2025-07-21,5931.76,PAID
PAY001109,O001190,2025-06-19,19150.26,PAID
PAY001110,O001191,2025-07-03,37889.58,PAID
PAY001111,O001192,2025-07-14,50867.01,PARTIAL
PAY001112,O001193,2025-07-26,8912.89,PARTIAL
PAY001113,O001194,2025-07-03,15168.12,PARTIAL
PAY001114,O001195,2025-08-03,2786.73,PARTIAL
PAY001115,O001196,2025-07-26,37410.16,PAID
PAY001116,O001197,2025-07-06,43052.48,PAID
PAY001117,O001198,2025-06-30,3146.37,PARTIAL
PAY001118,O001199,2025-07-13,1053.22,PAID
PAY001119,O001200,2025-07-19,17261.49,PAID
PAY001120,O001201,2025-07-15,106346.94,PAID
PAY001121,O001202,2025-06-24,64165.68,PAID
PAY001122,O001203,2025-07-07,90765.08,PAID
PAY001123,O001204,2025-07-25,114181.97,PAID
PAY001124,O001205,2025-07-06,610364.0,PAID
PAY001125,O001206,2025-07-11,172537.05,PAID
PAY001126,O001207,2025-06-27,10676.8,PARTIAL
PAY001127,O001208,2025-07-24,27331.84,PAID
PAY001128,O001209,2025-07-01,27472.86,PARTIAL
PAY001129,O001210,2025-07-11,5221.28,PAID
PAY001130,O001211,2025-07-02,12254.6,PAID
PAY001131,O001212,2025-06-22,24063.06,PAID
PAY001132,O001213,2025-07-28,56659.66,PAID
PAY001133,O001214,2025-06-27,4177.61,PARTIAL
PAY001134,O001215,2025-07-14,15534.6,PAID
PAY001135,O001216,2025-07-05,19772.35,PARTIAL
PAY001136,O001217,2025-06-19,28146.99,PAID
PAY001137,O001218,2025-07-17,218538.28,PAID
PAY001138,O001219,2025-07-28,286127.42,PAID
PAY001139,O001220,2025-06-29,79739.54,PAID
PAY001140,O001221,2025-06-22,212949.12,PARTIAL
PAY001141,O001222,2025-07-12,58874.14,PAID
PAY001142,O001223,2025-07-16,55374.23,PAID
PAY001143,O001224,2025-07-02,30520.25,PAID
PAY001144,O001225,2025-07-16,22342.54,PAID
PAY001145,O001226,2025-07-12,49751.82,PAID
PAY001146,O001227,2025-06-20,31118.75,PAID
PAY001147,O001228,2025-07-20,24259.34,PAID
PAY001148,O001229,2025-07-05,12365.42,PAID
PAY001149,O001230,2025-08-18,185273.42,PARTIAL
PAY001150,O001231,2025-08-08,183762.27,PARTIAL
PAY001151,O001234,2025-08-11,484831.36,PAID
PAY001152,O001235,2025-08-10,93027.42,PAID
PAY001153,O001236,2025-08-10,134930.14,PARTIAL
PAY001154,O001237,2025-08-19,70438.58,PAID
PAY001155,O001239,2025-08-02,232806.59,PAID
PAY001156,O001240,2025-08-18,102185.43,PAID
PAY001157,O001241,2025-08-20,15773.47,PARTIAL
PAY001158,O001242,2025-08-25,24044.55,PAID
PAY001159,O001243,2025-08-28,7703.72,PAID
PAY001160,O001244,2025-08-21,34580.85,PAID
PAY001161,O001245,2025-08-05,15306.41,PAID
PAY001162,O001246,2025-08-14,20967.39,PAID
PAY001163,O001247,2025-07-30,46279.15,PAID
PAY001164,O001248,2025-08-11,3429.78,PAID
PAY001165,O001249,2025-08-14,32228.3,PAID
PAY001166,O001250,2025-08-05,3669.48,PAID
PAY001167,O001251,2025-08-06,24204.32,PAID
PAY001168,O001252,2025-08-31,10549.9,PAID
PAY001169,O001253,2025-08-20,22852.81,PAID
PAY001170,O001254,2025-08-01,30179.66,PAID
PAY001171,O001255,2025-08-23,13576.47,PAID
PAY001172,O001256,2025-07-29,269190.61,PAID
PAY001173,O001257,2025-07-26,28808.34,PARTIAL
PAY001174,O001258,2025-08-07,177441.96,PAID
PAY001175,O001260,2025-07-30,211105.22,PAID
PAY001176,O001261,2025-08-17,63828.93,PAID
PAY001177,O001262,2025-08-12,143124.17,PAID
PAY001178,O001263,2025-07-29,319532.6,PAID
PAY001179,O001264,2025-08-11,11737.52,PAID
PAY001180,O001267,2025-08-23,33473.02,PAID
PAY001181,O001268,2025-07-29,59982.83,PAID
PAY001182,O001269,2025-08-11,15311.01,PAID
PAY001183,O001270,2025-08-31,16467.83,PAID
PAY001184,O001271,2025-08-08,20060.33,PAID
PAY001185,O001272,2025-08-03,31994.43,PAID
PAY001186,O001273,2025-08-17,30325.02,PAID
PAY001187,O001274,2025-08-13,9540.3,PARTIAL
PAY001188,O001275,2025-08-27,16203.29,PAID
PAY001189,O001276,2025-08-11,7785.78,PARTIAL
PAY001190,O001278,2025-09-02,93602.93,PAID
PAY001191,O001279,2025-09-02,92498.53,PAID
PAY001192,O001280,2025-07-16,60478.73,PARTIAL
PAY001193,O001281,2025-08-06,29274.04,PARTIAL
PAY001194,O001282,2025-07-28,168234.07,PAID
PAY001195,O001283,2025-07-27,78300.28,PAID
PAY001196,O001284,2025-08-06,307078.66,PAID
PAY001197,O001285,2025-08-02,9352.71,PARTIAL
PAY001198,O001286,2025-07-16,74932.41,PAID
PAY001199,O001287,2025-09-04,36691.05,PAID
PAY001200,O001288,2025-07-21,16197.76,PAID
PAY001201,O001289,2025-08-17,30131.04,PAID
PAY001202,O001290,2025-08-06,38757.3,PAID
PAY001203,O001291,2025-07-15,29214.75,PAID
PAY001204,O001292,2025-09-02,1247.84,PAID
PAY001205,O001293,2025-08-04,11588.54,PARTIAL
PAY001206,O001294,2025-08-09,159692.15,PAID
PAY001207,O001295,2025-08-19,148116.85,PAID
PAY001208,O001296,2025-07-23,38235.12,PAID
PAY001209,O001297,2025-08-03,62949.1,PARTIAL
PAY001210,O001298,2025-07-23,98823.97,PAID
PAY001211,O001299,2025-07-19,14947.8,PAID
PAY001212,O001300,2025-07-29,29322.29,PAID
PAY001213,O001301,2025-09-01,44158.37,PAID
PAY001214,O001302,2025-08-04,23277.28,PARTIAL
PAY001215,O001303,2025-08-11,39621.06,PAID
PAY001216,O001304,2025-08-28,9155.14,PAID
PAY001217,O001305,2025-09-26,105246.43,PARTIAL
PAY001218,O001306,2025-08-21,140081.98,PAID
PAY001219,O001307,2025-09-20,454771.37,PAID
PAY001220,O001308,2025-09-05,77831.22,PARTIAL
PAY001221,O001309,2025-08-25,132496.04,PAID
PAY001222,O001310,2025-08-22,68863.85,PARTIAL
PAY001223,O001311,2025-09-24,158184.4,PAID
PAY001224,O001312,2025-09-14,236490.73,PAID
PAY001225,O001314,2025-09-09,116161.81,PARTIAL
PAY001226,O001315,2025-09-10,33628.7,PARTIAL
PAY001227,O001316,2025-09-06,317949.49,PAID
PAY001228,O001317,2025-09-03,10528.05,PAID
PAY001229,O001318,2025-08-20,22696.14,PAID
PAY001230,O001319,2025-08-25,28420.64,PAID
PAY001231,O001320,2025-09-04,28708.74,PAID
PAY001232,O001321,2025-10-02,49896.19,PAID
PAY001233,O001322,2025-08-29,10640.71,PAID
PAY001234,O001323,2025-09-17,44447.93,PAID
PAY001235,O001324,2025-09-09,15512.43,PARTIAL
PAY001236,O001326,2025-09-09,9689.78,PARTIAL
PAY001237,O001327,2025-09-23,24514.61,PAID
PAY001238,O001328,2025-08-19,24859.64,PAID
PAY001239,O001329,2025-08-21,12107.16,PAID
PAY001240,O001330,2025-09-11,3337.79,PAID
PAY001241,O001331,2025-08-26,25581.57,PAID
PAY001242,O001332,2025-09-14,15968.27,PAID
PAY001243,O001333,2025-09-13,14271.7,PAID
PAY001244,O001334,2025-08-26,265077.97,PAID
PAY001245,O001335,2025-09-27,303439.83,PAID
PAY001246,O001336,2025-09-01,286541.68,PAID
PAY001247,O001337,2025-09-08,51020.73,PARTIAL
PAY001248,O001338,2025-09-09,230427.86,PAID
PAY001249,O001339,2025-09-22,306574.35,PAID
PAY001250,O001340,2025-09-16,209838.71,PARTIAL
PAY001251,O001341,2025-09-24,22959.33,PAID
PAY001252,O001342,2025-09-24,43458.34,PAID
PAY001253,O001343,2025-09-22,6860.8,PAID
PAY001254,O001344,2025-09-11,14575.77,PAID
PAY001255,O001345,2025-09-28,9853.98,PAID
PAY001256,O001346,2025-09-20,35635.08,PAID
PAY001257,O001347,2025-09-02,16669.25,PAID
PAY001258,O001348,2025-09-02,41188.36,PAID
PAY001259,O001349,2025-09-10,3062.38,PARTIAL
PAY001260,O001350,2025-09-14,29286.56,PAID
PAY001261,O001351,2025-09-18,29631.09,PAID
PAY001262,O001352,2025-09-07,118796.11,PARTIAL
PAY001263,O001353,2025-09-19,152329.54,PAID
PAY001264,O001354,2025-09-08,327017.43,PAID
PAY001265,O001355,2025-08-21,113015.83,PARTIAL
PAY001266,O001356,2025-08-28,342190.86,PAID
PAY001267,O001357,2025-09-02,62193.0,PAID
PAY001268,O001358,2025-09-19,135973.32,PAID
PAY001269,O001359,2025-09-21,243368.23,PAID
PAY001270,O001361,2025-09-04,9449.79,PAID
PAY001271,O001362,2025-09-23,26999.08,PARTIAL
PAY001272,O001363,2025-09-29,12202.31,PAID
PAY001273,O001364,2025-09-01,16403.93,PAID
PAY001274,O001365,2025-09-05,42550.19,PAID
PAY001275,O001366,2025-08-17,14341.1,PARTIAL
PAY001276,O001367,2025-08-11,9522.2,PAID
PAY001277,O001368,2025-09-05,18618.95,PAID
PAY001278,O001369,2025-09-01,365095.67,PAID
PAY001279,O001370,2025-08-22,206043.47,PAID
PAY001280,O001371,2025-08-19,263625.63,PAID
PAY001281,O001372,2025-08-30,8404.88,PAID
PAY001282,O001373,2025-09-18,15954.24,PAID
PAY001283,O001374,2025-09-05,14681.48,PAID
PAY001284,O001375,2025-09-04,3930.85,PAID
PAY001285,O001376,2025-09-22,42174.69,PAID
PAY001286,O001377,2025-09-06,8825.8,PAID
PAY001287,O001378,2025-10-17,52283.51,PAID
PAY001288,O001379,2025-10-11,79887.43,PAID
PAY001289,O001380,2025-09-21,243053.27,PAID
PAY001290,O001381,2025-10-22,274805.16,PAID
PAY001291,O001382,2025-09-19,306915.5,PAID
PAY001292,O001383,2025-10-09,83991.64,PAID
PAY001293,O001384,2025-09-25,125190.87,PAID
PAY001294,O001385,2025-10-23,117343.35,PARTIAL
PAY001295,O001386,2025-10-19,275039.97,PAID
PAY001296,O001387,2025-10-26,147290.94,PAID
PAY001297,O001388,2025-10-06,60822.29,PARTIAL
PAY001298,O001389,2025-10-02,147452.23,PAID
PAY001299,O001390,2025-10-04,331440.46,PAID
PAY001300,O001391,2025-10-31,231165.28,PAID
PAY001301,O001392,2025-09-29,322794.67,PAID
PAY001302,O001393,2025-10-23,7248.51,PAID
PAY001303,O001394,2025-10-06,5193.28,PAID
PAY001304,O001395,2025-10-08,55040.59,PAID
PAY001305,O001396,2025-09-29,25614.32,PAID
PAY001306,O001397,2025-10-07,10375.54,PAID
PAY001307,O001398,2025-10-12,17648.21,PAID
PAY001308,O001399,2025-10-12,44049.31,PARTIAL
PAY001309,O001400,2025-11-01,13429.65,PAID
PAY001310,O001401,2025-09-19,10258.16,PARTIAL
PAY001311,O001402,2025-09-18,16426.74,PAID
PAY001312,O001403,2025-09-18,36493.5,PAID
PAY001313,O001404,2025-10-15,42554.88,PAID
PAY001314,O001405,2025-10-09,2594.9,PAID
PAY001315,O001406,2025-09-28,33734.53,PAID
PAY001316,O001407,2025-10-08,18847.27,PAID
PAY001317,O001408,2025-10-16,31579.77,PAID
PAY001318,O001409,2025-10-17,37447.78,PAID
PAY001319,O001410,2025-10-23,25701.62,PAID
PAY001320,O001412,2025-10-11,12757.77,PAID
PAY001321,O001413,2025-10-07,8007.59,PAID
PAY001322,O001414,2025-10-19,147446.88,PAID
PAY001323,O001416,2025-10-08,104243.24,PAID
PAY001324,O001417,2025-10-18,137454.22,PAID
PAY001325,O001418,2025-10-02,56802.36,PAID
PAY001326,O001419,2025-10-12,177690.12,PAID
PAY001327,O001420,2025-10-07,1629.69,PARTIAL
PAY001328,O001421,2025-09-21,201247.9,PAID
PAY001329,O001422,2025-11-04,195657.83,PAID
PAY001330,O001423,2025-10-15,135542.82,PAID
PAY001331,O001424,2025-10-12,92444.6,PAID
PAY001332,O001425,2025-10-02,517789.68,PAID
PAY001333,O001426,2025-10-05,6354.54,PAID
PAY001334,O001427,2025-10-24,39145.76,PAID
PAY001335,O001428,2025-09-29,14872.96,PARTIAL
PAY001336,O001430,2025-10-14,60945.5,PAID
PAY001337,O001431,2025-10-06,28564.49,PARTIAL
PAY001338,O001432,2025-10-09,14572.54,PARTIAL
PAY001339,O001434,2025-10-17,35828.07,PAID
PAY001340,O001435,2025-10-16,18407.75,PAID
PAY001341,O001436,2025-10-10,7277.1,PAID
PAY001342,O001437,2025-10-18,27118.57,PARTIAL
PAY001343,O001438,2025-09-29,22352.17,PAID
PAY001344,O001439,2025-10-09,17467.28,PAID
PAY001345,O001440,2025-10-16,11347.32,PAID
PAY001346,O001441,2025-10-10,107244.45,PAID
PAY001347,O001443,2025-09-23,143867.63,PARTIAL
PAY001348,O001444,2025-10-01,48859.72,PAID
PAY001349,O001445,2025-09-29,94696.79,PAID
PAY001350,O001446,2025-10-02,179333.66,PAID
PAY001351,O001447,2025-09-20,357577.84,PAID
PAY001352,O001448,2025-11-05,154636.17,PAID
PAY001353,O001449,2025-10-14,221458.26,PAID
PAY001354,O001450,2025-09-26,53742.45,PAID
PAY001355,O001451,2025-10-26,16409.99,PAID
PAY001356,O001452,2025-10-15,23575.29,PAID
PAY001357,O001453,2025-10-23,3544.02,PAID
PAY001358,O001454,2025-10-02,43259.09,PAID
PAY001359,O001455,2025-10-07,23098.82,PAID
PAY001360,O001456,2025-10-23,26233.1,PAID
PAY001361,O001457,2025-10-01,5736.62,PAID
PAY001362,O001458,2025-09-28,25562.76,PAID
PAY001363,O001459,2025-10-03,186930.66,PARTIAL
PAY001364,O001460,2025-10-06,114974.3,PAID
PAY001365,O001461,2025-10-15,87634.36,PAID
PAY001366,O001462,2025-09-20,287291.79,PAID
PAY001367,O001463,2025-09-28,231065.21,PAID
PAY001368,O001464,2025-10-21,288414.35,PAID
PAY001369,O001465,2025-09-27,32552.19,PAID
PAY001370,O001466,2025-09-21,1562.65,PARTIAL
PAY001371,O001467,2025-10-18,17556.99,PAID
PAY001372,O001468,2025-10-15,6330.65,PARTIAL
PAY001373,O001469,2025-10-07,55129.87,PAID
PAY001374,O001470,2025-09-30,53879.19,PAID
PAY001375,O001471,2025-10-10,24834.48,PAID
PAY001376,O001472,2025-10-29,10123.49,PAID
PAY001377,O001473,2025-11-25,165406.48,PAID
PAY001378,O001474,2025-11-01,68090.13,PAID
PAY001379,O001475,2025-11-03,17598.91,PAID
PAY001380,O001476,2025-11-02,72381.44,PARTIAL
PAY001381,O001477,2025-11-13,362533.37,PAID
PAY001382,O001478,2025-10-28,81280.45,PAID
PAY001383,O001479,2025-10-22,150502.16,PAID
PAY001384,O001480,2025-11-24,64874.4,PAID
PAY001385,O001481,2025-11-21,157102.77,PAID
PAY001386,O001482,2025-11-03,360173.02,PAID
PAY001387,O001483,2025-11-22,172246.74,PAID
PAY001388,O001484,2025-11-05,22871.64,PARTIAL
PAY001389,O001485,2025-11-20,19213.35,PAID
PAY001390,O001486,2025-11-06,37774.07,PAID
PAY001391,O001487,2025-10-19,19187.93,PARTIAL
PAY001392,O001488,2025-10-31,32875.26,PARTIAL
PAY001393,O001489,2025-11-06,17712.59,PARTIAL
PAY001394,O001490,2025-10-31,31473.05,PAID
PAY001395,O001491,2025-11-09,60449.41,PAID
PAY001396,O001492,2025-11-08,32497.68,PARTIAL
PAY001397,O001493,2025-10-31,15181.37,PAID
PAY001398,O001494,2025-12-01,16460.11,PARTIAL
PAY001399,O001495,2025-11-11,37061.05,PAID
PAY001400,O001496,2025-11-13,26294.62,PAID
PAY001401,O001497,2025-11-15,5463.98,PAID
PAY001402,O001498,2025-10-23,19117.92,PAID
PAY001403,O001499,2025-11-17,10208.88,PAID
PAY001404,O001500,2025-11-18,45563.11,PAID
PAY001405,O001501,2025-11-02,19338.11,PAID
PAY001406,O001502,2025-11-13,40029.12,PAID
PAY001407,O001503,2025-10-20,5234.54,PAID
PAY001408,O001504,2025-11-04,11415.21,PAID
PAY001409,O001505,2025-11-26,12560.52,PAID
PAY001410,O001506,2025-11-03,22534.58,PAID
PAY001411,O001508,2025-11-11,31771.48,PARTIAL
PAY001412,O001510,2025-11-07,217246.7,PAID
PAY001413,O001511,2025-10-18,278067.78,PAID
PAY001414,O001512,2025-10-24,30519.74,PARTIAL
PAY001415,O001513,2025-11-01,126285.17,PAID
PAY001416,O001514,2025-11-28,109451.55,PARTIAL
PAY001417,O001516,2025-11-27,31137.42,PARTIAL
PAY001418,O001517,2025-11-08,98326.71,PARTIAL
PAY001419,O001518,2025-11-08,209403.13,PAID
PAY001420,O001519,2025-11-25,11772.47,PAID
PAY001421,O001520,2025-11-21,11769.02,PAID
PAY001422,O001521,2025-11-09,31882.7,PAID
PAY001423,O001522,2025-10-11,7233.98,PAID
PAY001424,O001523,2025-11-09,10875.34,PAID
PAY001425,O001524,2025-11-08,25380.28,PARTIAL
PAY001426,O001525,2025-11-19,26974.03,PAID
PAY001427,O001526,2025-11-10,14812.23,PAID
PAY001428,O001527,2025-12-01,17229.29,PAID
PAY001429,O001528,2025-10-26,4118.93,PAID
PAY001430,O001529,2025-11-01,13264.8,PAID
PAY001431,O001530,2025-10-19,18235.51,PARTIAL
PAY001432,O001531,2025-11-17,27958.53,PAID
PAY001433,O001532,2025-11-10,48026.81,PAID
PAY001434,O001533,2025-11-03,11159.38,PAID
PAY001435,O001534,2025-10-29,22505.48,PAID
PAY001436,O001535,2025-11-09,9186.3,PAID
PAY001437,O001536,2025-11-08,37111.67,PAID
PAY001438,O001537,2025-10-30,171492.53,PAID
PAY001439,O001538,2025-11-07,174310.31,PAID
PAY001440,O001539,2025-11-25,44679.78,PARTIAL
PAY001441,O001540,2025-11-29,142080.11,PAID
PAY001442,O001541,2025-11-04,58178.45,PARTIAL
PAY001443,O001542,2025-10-24,132698.33,PAID
PAY001444,O001543,2025-11-07,47359.3,PAID
PAY001445,O001544,2025-10-23,20147.65,PAID
PAY001446,O001545,2025-11-06,4532.47,PAID
PAY001447,O001546,2025-11-10,34443.11,PAID
PAY001448,O001547,2025-11-08,32583.34,PAID
PAY001449,O001548,2025-11-12,11082.83,PAID
PAY001450,O001549,2025-10-28,29281.67,PAID
PAY001451,O001550,2025-11-18,20140.8,PAID
PAY001452,O001551,2025-11-23,21027.37,PAID
PAY001453,O001552,2025-11-19,10746.02,PARTIAL
PAY001454,O001553,2025-11-18,23938.94,PAID
PAY001455,O001556,2025-10-30,161136.89,PAID
PAY001456,O001557,2025-10-27,292746.26,PAID
PAY001457,O001558,2025-10-19,20165.4,PAID
PAY001458,O001559,2025-11-20,12802.67,PARTIAL
PAY001459,O001560,2025-10-30,13680.18,PARTIAL
PAY001460,O001561,2025-11-07,14723.2,PAID
PAY001461,O001562,2025-11-14,14602.37,PAID
PAY001462,O001563,2025-10-31,30887.93,PAID
PAY001463,O001564,2025-12-04,139759.16,PAID
PAY001464,O001565,2025-12-20,38341.22,PAID
PAY001465,O001566,2025-12-12,35508.95,PAID
PAY001466,O001568,2025-12-20,38585.66,PAID
PAY001467,O001569,2025-12-07,68238.97,PAID
PAY001468,O001570,2025-12-14,93964.51,PARTIAL
PAY001469,O001571,2025-12-21,51802.99,PARTIAL
PAY001470,O001572,2025-11-30,95754.55,PAID
PAY001471,O001573,2025-12-02,168848.99,PAID
PAY001472,O001574,2025-12-14,273302.07,PAID
PAY001473,O001575,2025-12-10,61006.22,PARTIAL
PAY001474,O001576,2026-01-05,71570.68,PARTIAL
PAY001475,O001577,2025-11-23,282303.47,PAID
PAY001476,O001578,2025-12-06,184707.56,PAID
PAY001477,O001579,2025-11-17,241231.54,PAID
PAY001478,O001580,2025-12-17,146323.46,PAID
PAY001479,O001581,2025-12-16,133312.26,PAID
PAY001480,O001582,2025-12-17,6428.2,PARTIAL
PAY001481,O001583,2025-12-06,60325.4,PAID
PAY001482,O001584,2025-12-08,21669.81,PAID
PAY001483,O001585,2025-12-20,16984.84,PAID
PAY001484,O001586,2025-11-18,11396.56,PAID
PAY001485,O001587,2025-12-07,10389.62,PARTIAL
PAY001486,O001588,2025-11-27,35528.95,PAID
PAY001487,O001589,2025-11-26,38875.24,PAID
PAY001488,O001590,2025-12-15,38788.36,PAID
PAY001489,O001591,2025-11-30,39222.17,PAID
PAY001490,O001592,2025-12-09,10085.61,PAID
PAY001491,O001593,2025-12-12,31402.9,PAID
PAY001492,O001594,2025-12-15,16421.44,PAID
PAY001493,O001596,2025-12-04,17000.59,PAID
PAY001494,O001597,2025-11-17,20724.73,PAID
PAY001495,O001599,2025-11-21,6551.27,PAID
PAY001496,O001600,2025-12-02,732.77,PAID
PAY001497,O001601,2025-12-08,5280.98,PAID
PAY001498,O001602,2026-01-01,118728.13,PAID
PAY001499,O001603,2025-12-22,196565.9,PAID
PAY001500,O001604,2025-11-30,260150.75,PAID
PAY001501,O001605,2025-12-14,28851.35,PARTIAL
PAY001502,O001606,2025-12-13,133602.89,PAID
PAY001503,O001607,2025-12-17,75519.23,PARTIAL
PAY001504,O001608,2025-12-21,32644.13,PAID
PAY001505,O001609,2025-12-24,81312.53,PARTIAL
PAY001506,O001610,2025-12-26,156975.86,PAID
PAY001507,O001611,2025-12-24,36606.55,PARTIAL
PAY001508,O001612,2025-12-09,32542.03,PARTIAL
PAY001509,O001613,2026-01-01,188425.71,PAID
PAY001510,O001614,2025-12-16,43364.92,PAID
PAY001511,O001615,2025-12-21,29350.71,PARTIAL
PAY001512,O001616,2025-11-23,38755.73,PAID
PAY001513,O001617,2025-12-18,32496.28,PAID
PAY001514,O001618,2025-12-11,17808.74,PARTIAL
PAY001515,O001619,2025-12-06,30266.08,PAID
PAY001516,O001620,2025-12-25,19405.9,PAID
PAY001517,O001621,2025-12-19,28246.86,PAID
PAY001518,O001622,2025-12-19,12039.34,PAID
PAY001519,O001623,2025-12-07,41293.79,PAID
PAY001520,O001624,2025-12-09,23318.82,PAID
PAY001521,O001625,2025-12-11,16984.89,PAID
PAY001522,O001626,2025-12-08,6853.08,PARTIAL
PAY001523,O001627,2025-12-11,48996.4,PAID
PAY001524,O001628,2025-12-01,14841.97,PAID
PAY001525,O001629,2025-12-18,7154.23,PARTIAL
PAY001526,O001630,2025-12-08,95452.2,PAID
PAY001527,O001632,2025-11-21,100840.02,PARTIAL
PAY001528,O001633,2025-11-20,152479.37,PAID
PAY001529,O001634,2025-12-14,86029.85,PARTIAL
PAY001530,O001635,2025-12-12,154486.19,PAID
PAY001531,O001637,2025-11-22,142347.21,PAID
PAY001532,O001639,2025-12-09,320761.22,PAID
PAY001533,O001640,2025-11-24,10283.04,PARTIAL
PAY001534,O001641,2025-12-16,13439.62,PAID
PAY001535,O001642,2025-11-30,42662.27,PAID
PAY001536,O001643,2025-12-08,10507.78,PARTIAL
PAY001537,O001644,2025-11-26,20892.37,PAID
PAY001538,O001645,2025-12-22,20758.22,PAID
PAY001539,O001646,2025-12-11,57968.52,PAID
PAY001540,O001647,2025-11-29,44253.76,PAID
PAY001541,O001648,2025-11-24,24349.94,PAID
PAY001542,O001649,2025-11-18,13193.3,PARTIAL
PAY001543,O001650,2025-12-08,11654.95,PAID
PAY001544,O001651,2025-12-08,87964.82,PARTIAL
PAY001545,O001652,2025-12-19,299128.59,PAID
PAY001546,O001653,2025-12-26,42398.79,PAID
PAY001547,O001654,2025-12-04,359686.24,PAID
PAY001548,O001655,2025-11-29,109057.87,PARTIAL
PAY001549,O001656,2025-12-06,11664.18,PAID
PAY001550,O001657,2025-11-20,38799.83,PAID
PAY001551,O001658,2025-12-14,29163.59,PARTIAL
PAY001552,O001659,2025-12-17,40727.19,PAID
PAY001553,O001660,2025-12-29,27141.02,PAID
PAY001554,O001661,2025-11-23,25359.7,PAID
PAY001555,O001662,2025-11-28,2649.52,PAID
PAY001556,O001663,2025-12-28,9566.98,PAID
PAY001557,O001664,2025-12-18,13665.97,PAID
PAY001558,O001665,2026-01-12,24457.99,PAID
PAY001559,O001666,2026-01-05,468291.39,PAID
PAY001560,O001667,2026-01-09,211971.4,PAID
PAY001561,O001668,2025-12-19,174193.69,PAID
PAY001562,O001669,2026-01-04,182004.11,PAID
PAY001563,O001670,2026-01-04,417332.12,PAID
PAY001564,O001671,2026-01-30,248639.72,PAID
PAY001565,O001672,2025-12-18,2204.31,PARTIAL
PAY001566,O001673,2026-01-14,226020.4,PAID
PAY001567,O001674,2026-01-09,545591.74,PAID
PAY001568,O001675,2026-01-19,316447.16,PAID
PAY001569,O001676,2026-01-23,204727.58,PAID
PAY001570,O001677,2026-01-21,22548.99,PAID
PAY001571,O001678,2025-12-14,25160.91,PAID
PAY001572,O001679,2026-01-27,308487.14,PAID
PAY001573,O001680,2025-12-31,2145.33,PAID
