order_id,customer_id,order_date,order_status,sales_rep_id,channel_id
O000846,C0003,2025-02-27,COMPLETED,SR002,PHARMACY
O000847,C0017,2025-02-11,CANCELLED,SR006,HOSPITAL
O000848,C0023,2025-02-25,COMPLETED,SR003,CLINIC
O000849,C0019,2025-02-26,COMPLETED,SR003,PHARMACY
O000850,C0023,2025-02-03,COMPLETED,SR005,CLINIC
O000851,C0019,2025-02-22,COMPLETED,SR003,HOSPITAL
O000852,C0004,2025-02-28,COMPLETED,SR005,HOSPITAL
O000853,C0005,2025-02-21,COMPLETED,SR006,PHARMACY
O000854,C0020,2025-02-21,COMPLETED,SR003,HOSPITAL
O000855,C0025,2025-02-03,COMPLETED,SR005,HOSPITAL
O000856,C0007,2025-02-10,COMPLETED,SR001,CLINIC
O000857,C0028,2025-02-12,COMPLETED,SR003,PHARMACY
O000858,C0029,2025-02-22,COMPLETED,SR003,PHARMACY
O000859,C0026,2025-02-11,COMPLETED,SR002,PHARMACY
O000860,C0004,2025-02-17,COMPLETED,SR001,PHARMACY
O000861,C0051,2025-02-02,COMPLETED,SR012,CLINIC
O000862,C0041,2025-02-21,COMPLETED,SR012,CLINIC
O000863,C0043,2025-02-01,COMPLETED,SR010,HOSPITAL
O000864,C0040,2025-02-07,COMPLETED,SR010,PHARMACY
O000865,C0059,2025-02-26,COMPLETED,SR011,HOSPITAL
O000866,C0048,2025-02-09,COMPLETED,SR011,CLINIC
O000867,C0035,2025-02-05,COMPLETED,SR009,HOSPITAL
O000868,C0038,2025-02-19,COMPLETED,SR011,CLINIC
O000869,C0049,2025-02-03,COMPLETED,SR009,HOSPITAL
O000870,C0038,2025-02-16,COMPLETED,SR012,CLINIC
O000871,C0060,2025-02-24,COMPLETED,SR010,HOSPITAL
O000872,C0036,2025-02-13,COMPLETED,SR010,CLINIC
O000873,C0047,2025-02-14,COMPLETED,SR012,PHARMACY
O000874,C0059,2025-02-08,COMPLETED,SR009,PHARMACY
O000875,C0052,2025-02-22,COMPLETED,SR012,PHARMACY
O000876,C0039,2025-02-27,COMPLETED,SR007,CLINIC
O000877,C0055,2025-02-22,COMPLETED,SR008,HOSPITAL
O000878,C0061,2025-02-24,COMPLETED,SR016,HOSPITAL
O000879,C0061,2025-02-26,COMPLETED,SR015,CLINIC
O000880,C0082,2025-02-17,COMPLETED,SR018,HOSPITAL
O000881,C0062,2025-02-26,COMPLETED,SR014,HOSPITAL
O000882,C0074,2025-02-06,COMPLETED,SR015,PHARMACY
O000883,C0067,2025-02-09,COMPLETED,SR017,PHARMACY
O000884,C0077,2025-02-27,COMPLETED,SR015,HOSPITAL
O000885,C0086,2025-02-19,CANCELLED,SR018,CLINIC
O000886,C0090,2025-02-11,COMPLETED,SR018,HOSPITAL
O000887,C0090,2025-02-03,COMPLETED,SR017,CLINIC
O000888,C0066,2025-02-25,COMPLETED,SR013,CLINIC
O000889,C0094,2025-02-03,CANCELLED,SR020,HOSPITAL
O000890,C0118,2025-02-08,COMPLETED,SR020,CLINIC
O000891,C0120,2025-02-26,COMPLETED,SR022,HOSPITAL
O000892,C0116,2025-02-23,COMPLETED,SR021,HOSPITAL
O000893,C0117,2025-02-05,COMPLETED,SR022,HOSPITAL
O000894,C0104,2025-02-03,COMPLETED,SR020,CLINIC
O000895,C0101,2025-02-28,COMPLETED,SR021,HOSPITAL
O000896,C0107,2025-02-09,COMPLETED,SR023,HOSPITAL
O000897,C0100,2025-02-01,COMPLETED,SR024,CLINIC
O000898,C0010,2025-03-13,COMPLETED,SR001,PHARMACY
O000899,C0011,2025-03-02,COMPLETED,SR005,CLINIC
O000900,C0002,2025-03-14,COMPLETED,SR003,CLINIC
O000901,C0019,2025-03-15,COMPLETED,SR006,HOSPITAL
O000902,C0022,2025-03-26,COMPLETED,SR004,CLINIC
O000903,C0010,2025-03-27,COMPLETED,SR001,CLINIC
O000904,C0018,2025-03-07,COMPLETED,SR001,HOSPITAL
O000905,C0029,2025-03-27,COMPLETED,SR003,HOSPITAL
O000906,C0006,2025-03-02,COMPLETED,SR003,HOSPITAL
O000907,C0020,2025-03-12,COMPLETED,SR006,HOSPITAL
O000908,C0027,2025-03-18,COMPLETED,SR001,PHARMACY
O000909,C0005,2025-03-16,COMPLETED,SR003,PHARMACY
O000910,C0028,2025-03-12,COMPLETED,SR005,HOSPITAL
O000911,C0016,2025-03-20,COMPLETED,SR005,CLINIC
O000912,C0024,2025-03-26,COMPLETED,SR006,HOSPITAL
O000913,C0001,2025-03-10,COMPLETED,SR001,HOSPITAL
O000914,C0009,2025-03-26,COMPLETED,SR002,PHARMACY
O000915,C0029,2025-03-17,COMPLETED,SR003,CLINIC
O000916,C0003,2025-03-23,COMPLETED,SR005,HOSPITAL
O000917,C0020,2025-03-28,COMPLETED,SR005,HOSPITAL
O000918,C0001,2025-03-04,COMPLETED,SR004,HOSPITAL
O000919,C0016,2025-03-22,COMPLETED,SR006,CLINIC
O000920,C0020,2025-03-05,COMPLETED,SR002,HOSPITAL
O000921,C0007,2025-03-04,COMPLETED,SR002,CLINIC
O000922,C0012,2025-03-14,COMPLETED,SR004,PHARMACY
O000923,C0010,2025-03-06,COMPLETED,SR002,CLINIC
O000924,C0026,2025-03-26,COMPLETED,SR005,CLINIC
O000925,C0026,2025-03-10,COMPLETED,SR004,CLINIC
O000926,C0041,2025-03-15,COMPLETED,SR007,CLINIC
O000927,C0057,2025-03-22,COMPLETED,SR010,HOSPITAL
O000928,C0036,2025-03-16,COMPLETED,SR011,CLINIC
O000929,C0040,2025-03-01,COMPLETED,SR008,CLINIC
O000930,C0047,2025-03-17,COMPLETED,SR008,PHARMACY
O000931,C0055,2025-03-27,COMPLETED,SR009,CLINIC
O000932,C0043,2025-03-11,COMPLETED,SR010,CLINIC
O000933,C0060,2025-03-24,COMPLETED,SR008,PHARMACY
O000934,C0038,2025-03-21,COMPLETED,SR010,HOSPITAL
O000935,C0048,2025-03-08,COMPLETED,SR010,CLINIC
O000936,C0053,2025-03-05,COMPLETED,SR009,PHARMACY
O000937,C0043,2025-03-06,COMPLETED,SR012,HOSPITAL
O000938,C0038,2025-03-22,COMPLETED,SR011,PHARMACY
O000939,C0040,2025-03-01,COMPLETED,SR007,PHARMACY
O000940,C0047,2025-03-24,COMPLETED,SR009,CLINIC
O000941,C0049,2025-03-17,COMPLETED,SR007,HOSPITAL
O000942,C0044,2025-03-24,COMPLETED,SR010,CLINIC
O000943,C0044,2025-03-22,COMPLETED,SR008,CLINIC
O000944,C0050,2025-03-13,COMPLETED,SR012,CLINIC
O000945,C0035,2025-03-28,COMPLETED,SR010,CLINIC
O000946,C0047,2025-03-13,COMPLETED,SR009,PHARMACY
O000947,C0059,2025-03-21,COMPLETED,SR011,CLINIC
O000948,C0052,2025-03-19,COMPLETED,SR011,HOSPITAL
O000949,C0035,2025-03-17,CANCELLED,SR007,PHARMACY
O000950,C0031,2025-03-03,COMPLETED,SR009,CLINIC
O000951,C0060,2025-03-18,COMPLETED,SR008,PHARMACY
O000952,C0082,2025-03-26,COMPLETED,SR014,PHARMACY
O000953,C0089,2025-03-03,COMPLETED,SR018,HOSPITAL
O000954,C0076,2025-03-25,COMPLETED,SR018,PHARMACY
O000955,C0069,2025-03-17,COMPLETED,SR014,PHARMACY
O000956,C0062,2025-03-09,COMPLETED,SR017,PHARMACY
O000957,C0062,2025-03-14,COMPLETED,SR014,CLINIC
O000958,C0071,2025-03-16,COMPLETED,SR017,CLINIC
O000959,C0086,2025-03-27,COMPLETED,SR013,PHARMACY
O000960,C0087,2025-03-12,COMPLETED,SR014,HOSPITAL
O000961,C0083,2025-03-11,COMPLETED,SR016,PHARMACY
O000962,C0065,2025-03-09,COMPLETED,SR013,HOSPITAL
O000963,C0066,2025-03-15,COMPLETED,SR018,PHARMACY
O000964,C0064,2025-03-20,COMPLETED,SR017,HOSPITAL
O000965,C0064,2025-03-26,COMPLETED,SR013,PHARMACY
O000966,C0071,2025-03-26,COMPLETED,SR018,PHARMACY
O000967,C0112,2025-03-05,COMPLETED,SR021,PHARMACY
O000968,C0107,2025-03-24,COMPLETED,SR021,CLINIC
O000969,C0120,2025-03-14,COMPLETED,SR024,CLINIC
O000970,C0113,2025-03-21,COMPLETED,SR022,PHARMACY
O000971,C0102,2025-03-28,CANCELLED,SR024,PHARMACY
O000972,C0120,2025-03-02,COMPLETED,SR020,HOSPITAL
O000973,C0108,2025-03-13,COMPLETED,SR020,PHARMACY
O000974,C0111,2025-03-12,COMPLETED,SR019,PHARMACY
O000975,C0118,2025-03-08,COMPLETED,SR022,CLINIC
O000976,C0103,2025-03-11,COMPLETED,SR021,PHARMACY
O000977,C0113,2025-03-04,COMPLETED,SR022,HOSPITAL
O000978,C0109,2025-03-08,COMPLETED,SR021,CLINIC
O000979,C0003,2025-04-11,CANCELLED,SR001,PHARMACY
O000980,C0011,2025-04-08,COMPLETED,SR004,HOSPITAL
O000981,C0011,2025-04-25,COMPLETED,SR002,HOSPITAL
O000982,C0029,2025-04-23,COMPLETED,SR001,HOSPITAL
O000983,C0018,2025-04-19,COMPLETED,SR002,CLINIC
O000984,C0010,2025-04-06,COMPLETED,SR001,CLINIC
O000985,C0025,2025-04-27,COMPLETED,SR001,PHARMACY
O000986,C0003,2025-04-25,CANCELLED,SR006,PHARMACY
O000987,C0009,2025-04-20,COMPLETED,SR003,PHARMACY
O000988,C0002,2025-04-06,COMPLETED,SR002,CLINIC
O000989,C0012,2025-04-17,CANCELLED,SR001,PHARMACY
O000990,C0019,2025-04-06,CANCELLED,SR005,CLINIC
O000991,C0014,2025-04-03,COMPLETED,SR004,HOSPITAL
O000992,C0015,2025-04-28,COMPLETED,SR006,CLINIC
O000993,C0015,2025-04-09,COMPLETED,SR005,CLINIC
O000994,C0007,2025-04-16,COMPLETED,SR002,CLINIC
O000995,C0017,2025-04-04,COMPLETED,SR001,HOSPITAL
O000996,C0015,2025-04-23,COMPLETED,SR001,HOSPITAL
O000997,C0010,2025-04-18,CANCELLED,SR002,HOSPITAL
O000998,C0029,2025-04-27,COMPLETED,SR005,CLINIC
O000999,C0018,2025-04-10,COMPLETED,SR003,PHARMACY
O001000,C0013,2025-04-05,COMPLETED,SR004,CLINIC
O001001,C0030,2025-04-07,COMPLETED,SR001,PHARMACY
O001002,C0001,2025-04-24,COMPLETED,SR006,PHARMACY
O001003,C0005,2025-04-06,COMPLETED,SR003,CLINIC
O001004,C0013,2025-04-19,COMPLETED,SR001,HOSPITAL
O001005,C0006,2025-04-09,COMPLETED,SR001,HOSPITAL
O001006,C0013,2025-04-19,COMPLETED,SR005,CLINIC
O001007,C0009,2025-04-23,COMPLETED,SR001,CLINIC
O001008,C0004,2025-04-02,COMPLETED,SR006,HOSPITAL
O001009,C0004,2025-04-25,COMPLETED,SR001,PHARMACY
O001010,C0026,2025-04-27,CANCELLED,SR005,HOSPITAL
O001011,C0004,2025-04-15,COMPLETED,SR006,HOSPITAL
O001012,C0057,2025-04-28,COMPLETED,SR012,CLINIC
O001013,C0043,2025-04-10,COMPLETED,SR007,PHARMACY
O001014,C0058,2025-04-18,COMPLETED,SR012,CLINIC
O001015,C0031,2025-04-28,COMPLETED,SR010,CLINIC
O001016,C0060,2025-04-04,COMPLETED,SR009,CLINIC
O001017,C0055,2025-04-12,COMPLETED,SR012,HOSPITAL
O001018,C0033,2025-04-07,COMPLETED,SR010,PHARMACY
O001019,C0056,2025-04-20,COMPLETED,SR011,CLINIC
O001020,C0053,2025-04-12,COMPLETED,SR011,PHARMACY
O001021,C0059,2025-04-07,COMPLETED,SR011,HOSPITAL
O001022,C0035,2025-04-04,CANCELLED,SR009,HOSPITAL
O001023,C0043,2025-04-19,COMPLETED,SR007,HOSPITAL
O001024,C0057,2025-04-02,COMPLETED,SR011,CLINIC
O001025,C0058,2025-04-10,COMPLETED,SR008,HOSPITAL
O001026,C0054,2025-04-13,COMPLETED,SR009,CLINIC
O001027,C0042,2025-04-17,COMPLETED,SR008,PHARMACY
O001028,C0055,2025-04-13,COMPLETED,SR012,CLINIC
O001029,C0058,2025-04-13,COMPLETED,SR012,CLINIC
O001030,C0060,2025-04-15,COMPLETED,SR010,PHARMACY
O001031,C0060,2025-04-22,COMPLETED,SR009,PHARMACY
O001032,C0031,2025-04-16,COMPLETED,SR012,HOSPITAL
O001033,C0039,2025-04-23,COMPLETED,SR007,HOSPITAL
O001034,C0060,2025-04-20,COMPLETED,SR007,PHARMACY
O001035,C0047,2025-04-12,COMPLETED,SR009,HOSPITAL
O001036,C0047,2025-04-10,COMPLETED,SR010,PHARMACY
O001037,C0039,2025-04-12,COMPLETED,SR011,HOSPITAL
O001038,C0036,2025-04-25,COMPLETED,SR012,PHARMACY
O001039,C0031,2025-04-22,COMPLETED,SR011,PHARMACY
O001040,C0069,2025-04-03,COMPLETED,SR016,CLINIC
O001041,C0087,2025-04-05,COMPLETED,SR017,PHARMACY
O001042,C0072,2025-04-16,COMPLETED,SR016,CLINIC
O001043,C0074,2025-04-24,COMPLETED,SR015,PHARMACY
O001044,C0062,2025-04-25,COMPLETED,SR018,PHARMACY
O001045,C0063,2025-04-04,COMPLETED,SR018,PHARMACY
O001046,C0090,2025-04-07,COMPLETED,SR018,CLINIC
O001047,C0088,2025-04-01,COMPLETED,SR018,CLINIC
O001048,C0070,2025-04-17,COMPLETED,SR014,CLINIC
O001049,C0082,2025-04-15,COMPLETED,SR013,HOSPITAL
O001050,C0089,2025-04-02,COMPLETED,SR015,CLINIC
O001051,C0071,2025-04-04,COMPLETED,SR014,CLINIC
O001052,C0086,2025-04-05,COMPLETED,SR015,PHARMACY
O001053,C0071,2025-04-09,COMPLETED,SR015,CLINIC
O001054,C0102,2025-04-02,COMPLETED,SR023,HOSPITAL
O001055,C0114,2025-04-25,COMPLETED,SR020,PHARMACY
O001056,C0114,2025-04-05,COMPLETED,SR024,PHARMACY
O001057,C0108,2025-04-18,COMPLETED,SR019,HOSPITAL
O001058,C0113,2025-04-02,COMPLETED,SR024,CLINIC
O001059,C0106,2025-04-09,COMPLETED,SR019,PHARMACY
O001060,C0106,2025-04-02,COMPLETED,SR023,HOSPITAL
O001061,C0116,2025-04-06,COMPLETED,SR021,PHARMACY
O001062,C0091,2025-04-24,COMPLETED,SR019,CLINIC
O001063,C0119,2025-04-11,COMPLETED,SR021,CLINIC
O001064,C0099,2025-04-08,CANCELLED,SR021,CLINIC
O001065,C0109,2025-04-01,COMPLETED,SR024,PHARMACY
O001066,C0100,2025-04-24,COMPLETED,SR023,HOSPITAL
O001067,C0010,2025-05-08,COMPLETED,SR006,HOSPITAL
O001068,C0010,2025-05-28,COMPLETED,SR002,CLINIC
O001069,C0011,2025-05-26,COMPLETED,SR002,CLINIC
O001070,C0025,2025-05-15,COMPLETED,SR005,PHARMACY
O001071,C0009,2025-05-25,COMPLETED,SR001,PHARMACY
O001072,C0019,2025-05-16,COMPLETED,SR001,PHARMACY
O001073,C0020,2025-05-27,CANCELLED,SR003,PHARMACY
O001074,C0020,2025-05-19,COMPLETED,SR003,CLINIC
O001075,C0012,2025-05-05,COMPLETED,SR002,HOSPITAL
O001076,C0028,2025-05-11,COMPLETED,SR004,HOSPITAL
O001077,C0009,2025-05-06,COMPLETED,SR004,CLINIC
O001078,C0015,2025-05-15,COMPLETED,SR002,PHARMACY
O001079,C0009,2025-05-25,COMPLETED,SR002,PHARMACY
O001080,C0019,2025-05-24,COMPLETED,SR005,PHARMACY
O001081,C0016,2025-05-15,COMPLETED,SR004,PHARMACY
O001082,C0003,2025-05-22,COMPLETED,SR002,CLINIC
O001083,C0016,2025-05-08,COMPLETED,SR002,HOSPITAL
O001084,C0018,2025-05-16,COMPLETED,SR004,HOSPITAL
O001085,C0030,2025-05-23,CANCELLED,SR002,CLINIC
O001086,C0007,2025-05-08,COMPLETED,SR003,PHARMACY
O001087,C0006,2025-05-02,COMPLETED,SR004,HOSPITAL
O001088,C0028,2025-05-11,COMPLETED,SR005,CLINIC
O001089,C0007,2025-05-15,COMPLETED,SR006,PHARMACY
O001090,C0020,2025-05-26,COMPLETED,SR002,HOSPITAL
O001091,C0030,2025-05-19,COMPLETED,SR002,CLINIC
O001092,C0007,2025-05-20,COMPLETED,SR004,PHARMACY
O001093,C0026,2025-05-11,COMPLETED,SR002,PHARMACY
O001094,C0026,2025-05-04,COMPLETED,SR006,PHARMACY
O001095,C0012,2025-05-03,COMPLETED,SR003,PHARMACY
O001096,C0015,2025-05-15,COMPLETED,SR006,PHARMACY
O001097,C0055,2025-05-19,COMPLETED,SR009,CLINIC
O001098,C0041,2025-05-24,COMPLETED,SR008,CLINIC
O001099,C0040,2025-05-12,COMPLETED,SR008,HOSPITAL
O001100,C0040,2025-05-27,COMPLETED,SR009,CLINIC
O001101,C0031,2025-05-20,COMPLETED,SR010,HOSPITAL
O001102,C0033,2025-05-03,COMPLETED,SR011,HOSPITAL
O001103,C0048,2025-05-18,COMPLETED,SR011,HOSPITAL
O001104,C0056,2025-05-15,COMPLETED,SR009,CLINIC
O001105,C0043,2025-05-01,COMPLETED,SR009,HOSPITAL
O001106,C0045,2025-05-01,COMPLETED,SR012,PHARMACY
O001107,C0037,2025-05-28,COMPLETED,SR007,PHARMACY
O001108,C0037,2025-05-24,COMPLETED,SR007,HOSPITAL
O001109,C0058,2025-05-11,COMPLETED,SR007,PHARMACY
O001110,C0031,2025-05-27,COMPLETED,SR009,HOSPITAL
O001111,C0060,2025-05-02,COMPLETED,SR009,PHARMACY
O001112,C0039,2025-05-28,CANCELLED,SR012,HOSPITAL
O001113,C0050,2025-05-12,COMPLETED,SR007,HOSPITAL
O001114,C0047,2025-05-22,COMPLETED,SR011,PHARMACY
O001115,C0054,2025-05-03,CANCELLED,SR007,HOSPITAL
O001116,C0035,2025-05-02,COMPLETED,SR007,CLINIC
O001117,C0048,2025-05-04,COMPLETED,SR009,PHARMACY
O001118,C0060,2025-05-27,COMPLETED,SR011,CLINIC
O001119,C0072,2025-05-22,COMPLETED,SR017,HOSPITAL
O001120,C0079,2025-05-03,COMPLETED,SR015,CLINIC
O001121,C0087,2025-05-07,COMPLETED,SR017,PHARMACY
O001122,C0077,2025-05-07,COMPLETED,SR014,CLINIC
O001123,C0076,2025-05-03,COMPLETED,SR013,HOSPITAL
O001124,C0062,2025-05-23,COMPLETED,SR015,PHARMACY
O001125,C0077,2025-05-28,COMPLETED,SR017,PHARMACY
O001126,C0077,2025-05-10,COMPLETED,SR015,HOSPITAL
O001127,C0083,2025-05-13,COMPLETED,SR014,CLINIC
O001128,C0088,2025-05-07,COMPLETED,SR018,CLINIC
O001129,C0083,2025-05-26,COMPLETED,SR014,CLINIC
O001130,C0083,2025-05-02,COMPLETED,SR018,PHARMACY
O001131,C0089,2025-05-09,COMPLETED,SR018,PHARMACY
O001132,C0082,2025-05-22,COMPLETED,SR015,PHARMACY
O001133,C0064,2025-05-21,COMPLETED,SR017,CLINIC
O001134,C0071,2025-05-10,COMPLETED,SR016,HOSPITAL
O001135,C0086,2025-05-24,COMPLETED,SR013,CLINIC
O001136,C0073,2025-05-10,COMPLETED,SR018,HOSPITAL
O001137,C0115,2025-05-18,COMPLETED,SR021,CLINIC
O001138,C0094,2025-05-16,COMPLETED,SR023,PHARMACY
O001139,C0120,2025-05-10,COMPLETED,SR020,PHARMACY
O001140,C0110,2025-05-25,COMPLETED,SR021,CLINIC
O001141,C0110,2025-05-01,COMPLETED,SR020,CLINIC
O001142,C0109,2025-05-17,COMPLETED,SR019,HOSPITAL
O001143,C0099,2025-05-23,COMPLETED,SR019,PHARMACY
O001144,C0116,2025-05-08,COMPLETED,SR024,CLINIC
O001145,C0093,2025-05-05,COMPLETED,SR019,HOSPITAL
O001146,C0109,2025-05-01,COMPLETED,SR024,CLINIC
O001147,C0097,2025-05-15,COMPLETED,SR021,CLINIC
O001148,C0019,2025-06-24,COMPLETED,SR004,PHARMACY
O001149,C0016,2025-06-28,COMPLETED,SR004,PHARMACY
O001150,C0010,2025-06-13,COMPLETED,SR002,CLINIC
O001151,C0010,2025-06-11,COMPLETED,SR005,HOSPITAL
O001152,C0010,2025-06-06,COMPLETED,SR002,HOSPITAL
O001153,C0011,2025-06-14,COMPLETED,SR005,HOSPITAL
O001154,C0006,2025-06-06,COMPLETED,SR002,PHARMACY
O001155,C0015,2025-06-14,COMPLETED,SR006,HOSPITAL
O001156,C0014,2025-06-14,COMPLETED,SR004,PHARMACY
O001157,C0027,2025-06-12,COMPLETED,SR003,HOSPITAL
O001158,C0015,2025-06-08,COMPLETED,SR006,CLINIC
O001159,C0019,2025-06-28,COMPLETED,SR003,HOSPITAL
O001160,C0009,2025-06-15,COMPLETED,SR004,CLINIC
O001161,C0029,2025-06-17,COMPLETED,SR003,HOSPITAL
O001162,C0004,2025-06-17,CANCELLED,SR005,PHARMACY
O001163,C0010,2025-06-05,COMPLETED,SR006,CLINIC
O001164,C0030,2025-06-16,COMPLETED,SR003,PHARMACY
O001165,C0001,2025-06-14,COMPLETED,SR003,CLINIC
O001166,C0013,2025-06-10,COMPLETED,SR003,CLINIC
O001167,C0005,2025-06-26,COMPLETED,SR005,HOSPITAL
O001168,C0013,2025-06-16,COMPLETED,SR006,PHARMACY
O001169,C0021,2025-06-10,COMPLETED,SR001,HOSPITAL
O001170,C0006,2025-06-10,COMPLETED,SR006,PHARMACY
O001171,C0028,2025-06-19,COMPLETED,SR002,HOSPITAL
O001172,C0010,2025-06-24,COMPLETED,SR001,CLINIC
O001173,C0012,2025-06-15,COMPLETED,SR001,HOSPITAL
O001174,C0004,2025-06-18,COMPLETED,SR003,CLINIC
O001175,C0009,2025-06-09,COMPLETED,SR005,HOSPITAL
O001176,C0036,2025-06-19,COMPLETED,SR008,HOSPITAL
O001177,C0060,2025-06-14,COMPLETED,SR010,PHARMACY
O001178,C0057,2025-06-21,CANCELLED,SR007,CLINIC
O001179,C0047,2025-06-11,COMPLETED,SR008,HOSPITAL
O001180,C0040,2025-06-01,COMPLETED,SR009,HOSPITAL
O001181,C0033,2025-06-05,COMPLETED,SR007,HOSPITAL
O001182,C0041,2025-06-01,COMPLETED,SR008,CLINIC
O001183,C0055,2025-06-25,COMPLETED,SR007,CLINIC
O001184,C0059,2025-06-09,COMPLETED,SR011,CLINIC
O001185,C0048,2025-06-16,COMPLETED,SR012,PHARMACY
O001186,C0053,2025-06-14,COMPLETED,SR011,HOSPITAL
O001187,C0043,2025-06-11,COMPLETED,SR009,HOSPITAL
O001188,C0049,2025-06-24,COMPLETED,SR010,HOSPITAL
O001189,C0046,2025-06-24,COMPLETED,SR012,PHARMACY
O001190,C0037,2025-06-07,COMPLETED,SR007,PHARMACY
O001191,C0038,2025-06-05,COMPLETED,SR009,CLINIC
O001192,C0058,2025-06-27,COMPLETED,SR009,CLINIC
O001193,C0045,2025-06-26,COMPLETED,SR008,PHARMACY
O001194,C0036,2025-06-03,COMPLETED,SR008,PHARMACY
O001195,C0041,2025-06-26,COMPLETED,SR008,PHARMACY
O001196,C0054,2025-06-28,COMPLETED,SR012,CLINIC
O001197,C0050,2025-06-14,COMPLETED,SR012,HOSPITAL
O001198,C0050,2025-06-01,COMPLETED,SR008,PHARMACY
O001199,C0048,2025-06-25,COMPLETED,SR012,HOSPITAL
O001200,C0039,2025-06-25,COMPLETED,SR009,CLINIC
O001201,C0072,2025-06-11,COMPLETED,SR013,PHARMACY
O001202,C0087,2025-06-06,COMPLETED,SR016,HOSPITAL
O001203,C0082,2025-06-26,COMPLETED,SR018,HOSPITAL
O001204,C0087,2025-06-25,COMPLETED,SR016,HOSPITAL
O001205,C0074,2025-06-18,COMPLETED,SR017,HOSPITAL
O001206,C0081,2025-06-17,COMPLETED,SR017,CLINIC
O001207,C0086,2025-06-16,COMPLETED,SR015,PHARMACY
O001208,C0088,2025-06-25,COMPLETED,SR018,PHARMACY
O001209,C0066,2025-06-04,COMPLETED,SR017,HOSPITAL
O001210,C0063,2025-06-18,COMPLETED,SR018,PHARMACY
O001211,C0071,2025-06-01,COMPLETED,SR015,PHARMACY
O001212,C0071,2025-06-07,COMPLETED,SR018,PHARMACY
O001213,C0061,2025-06-24,COMPLETED,SR017,HOSPITAL
O001214,C0063,2025-06-02,COMPLETED,SR014,CLINIC
O001215,C0073,2025-06-27,COMPLETED,SR015,CLINIC
O001216,C0066,2025-06-11,COMPLETED,SR014,PHARMACY
O001217,C0115,2025-06-04,COMPLETED,SR021,HOSPITAL
O001218,C0094,2025-06-17,COMPLETED,SR019,HOSPITAL
O001219,C0115,2025-06-27,COMPLETED,SR022,CLINIC
O001220,C0095,2025-06-10,COMPLETED,SR022,PHARMACY
O001221,C0095,2025-06-01,COMPLETED,SR020,CLINIC
O001222,C0114,2025-06-20,COMPLETED,SR019,HOSPITAL
O001223,C0091,2025-06-06,COMPLETED,SR023,PHARMACY
O001224,C0104,2025-06-03,COMPLETED,SR021,PHARMACY
O001225,C0118,2025-06-13,COMPLETED,SR021,CLINIC
O001226,C0111,2025-06-14,COMPLETED,SR019,CLINIC
O001227,C0111,2025-06-04,COMPLETED,SR023,HOSPITAL
O001228,C0104,2025-06-27,COMPLETED,SR022,HOSPITAL
O001229,C0100,2025-06-04,COMPLETED,SR019,PHARMACY
O001230,C0011,2025-07-10,COMPLETED,SR001,PHARMACY
O001231,C0009,2025-07-12,COMPLETED,SR001,PHARMACY
O001232,C0019,2025-07-06,CANCELLED,SR003,PHARMACY
O001233,C0018,2025-07-10,CANCELLED,SR006,HOSPITAL
O001234,C0016,2025-07-21,COMPLETED,SR003,HOSPITAL
O001235,C0029,2025-07-16,COMPLETED,SR003,HOSPITAL
O001236,C0002,2025-07-07,COMPLETED,SR003,PHARMACY
O001237,C0019,2025-07-27,COMPLETED,SR002,CLINIC
O001238,C0005,2025-07-09,CANCELLED,SR003,CLINIC
O001239,C0019,2025-07-07,COMPLETED,SR005,CLINIC
O001240,C0015,2025-07-19,COMPLETED,SR004,CLINIC
O001241,C0008,2025-07-20,COMPLETED,SR004,PHARMACY
O001242,C0018,2025-07-22,COMPLETED,SR003,PHARMACY
O001243,C0023,2025-07-27,COMPLETED,SR003,CLINIC
O001244,C0030,2025-07-24,COMPLETED,SR002,CLINIC
O001245,C0024,2025-07-23,COMPLETED,SR002,PHARMACY
O001246,C0001,2025-07-07,COMPLETED,SR002,PHARMACY
O001247,C0016,2025-07-09,COMPLETED,SR003,PHARMACY
O001248,C0016,2025-07-26,COMPLETED,SR003,HOSPITAL
O001249,C0020,2025-07-06,COMPLETED,SR002,HOSPITAL
O001250,C0028,2025-07-16,COMPLETED,SR005,PHARMACY
O001251,C0012,2025-07-18,COMPLETED,SR003,PHARMACY
O001252,C0014,2025-07-22,COMPLETED,SR003,HOSPITAL
O001253,C0006,2025-07-12,COMPLETED,SR001,HOSPITAL
O001254,C0021,2025-07-19,COMPLETED,SR003,CLINIC
O001255,C0024,2025-07-15,COMPLETED,SR002,PHARMACY
O001256,C0040,2025-07-06,COMPLETED,SR011,PHARMACY
O001257,C0051,2025-07-14,COMPLETED,SR010,HOSPITAL
O001258,C0040,2025-07-04,COMPLETED,SR010,PHARMACY
O001259,C0060,2025-07-05,CANCELLED,SR009,PHARMACY
O001260,C0043,2025-07-12,COMPLETED,SR008,PHARMACY
O001261,C0059,2025-07-15,COMPLETED,SR012,PHARMACY
O001262,C0059,2025-07-15,COMPLETED,SR012,CLINIC
O001263,C0056,2025-07-11,COMPLETED,SR010,PHARMACY
O001264,C0049,2025-07-22,COMPLETED,SR012,HOSPITAL
O001265,C0045,2025-07-09,CANCELLED,SR012,HOSPITAL
O001266,C0054,2025-07-04,CANCELLED,SR009,PHARMACY
O001267,C0047,2025-07-27,COMPLETED,SR009,CLINIC
O001268,C0033,2025-07-07,COMPLETED,SR007,HOSPITAL
