order_item_id,order_id,product_id,quantity,unit_price,discount_amount,net_amount
OI0003706,O001853,P018,75,284.71,2445.74,18907.51
OI0003707,O001854,P017,25,276.45,396.64,6514.61
OI0003708,O001854,P013,114,187.3,1979.83,19372.37
OI0003709,O001855,P014,51,176.73,475.24,8537.99
OI0003710,O001855,P014,58,196.95,1167.67,10255.43
OI0003711,O001856,P017,54,285.24,1832.26,13570.7
OI0003712,O001856,P014,118,190.68,2422.98,20077.26
OI0003713,O001856,P014,40,190.3,835.73,6776.27
OI0003714,O001857,P023,34,227.66,185.81,7554.63
OI0003715,O001857,P024,94,195.1,74.43,18264.97
OI0003716,O001858,P022,61,222.56,209.89,13366.27
OI0003717,O001858,P021,38,236.82,775.87,8223.29
OI0003718,O001858,P024,93,209.13,1763.32,17685.77
OI0003719,O001859,P022,42,223.9,110.68,9293.12
OI0003720,O001859,P020,26,242.64,98.09,6210.55
OI0003721,O001859,P020,31,222.3,303.78,6587.52
OI0003722,O001860,P026,17,169.3,312.87,2565.23
OI0003723,O001860,P029,112,133.7,1277.92,13696.48
OI0003724,O001860,P029,29,124.6,96.73,3516.67
OI0003725,O001861,P002,24,1964.14,5606.77,41532.59
OI0003726,O001862,P001,62,1503.02,5215.76,87971.48
OI0003727,O001862,P001,69,1630.28,7803.12,104686.2
OI0003728,O001862,P001,17,1480.23,1172.3,23991.61
OI0003729,O001863,P005,109,974.55,8904.98,97320.97
OI0003730,O001864,P001,88,1609.4,2948.3,138678.9
OI0003731,O001864,P005,74,927.9,4738.42,63926.18
OI0003732,O001864,P001,23,1625.88,2900.59,34494.65
OI0003733,O001865,P003,23,846.02,409.48,19048.98
OI0003734,O001865,P005,15,909.81,1230.62,12416.53
OI0003735,O001866,P004,58,1515.84,10531.66,77387.06
OI0003736,O001867,P011,21,2257.68,1769.07,45642.21
OI0003737,O001867,P008,58,1368.11,4967.43,74382.95
OI0003738,O001868,P007,93,1495.13,15533.09,123514.0
OI0003739,O001868,P008,46,1503.28,6063.58,63087.3
OI0003740,O001868,P012,55,1952.48,10298.99,97087.41
OI0003741,O001869,P012,24,1934.04,909.83,45507.13
OI0003742,O001870,P014,101,198.16,268.43,19745.73
OI0003743,O001871,P015,55,260.95,1223.05,13129.2
OI0003744,O001872,P017,60,287.2,772.64,16459.36
OI0003745,O001872,P018,51,262.99,554.21,12858.28
OI0003746,O001873,P015,115,269.95,2370.02,28674.23
OI0003747,O001873,P013,33,200.11,449.93,6153.7
OI0003748,O001873,P016,74,128.9,279.71,9258.89
OI0003749,O001874,P022,97,228.51,791.19,21374.28
OI0003750,O001875,P024,73,204.47,1671.29,13255.02
OI0003751,O001875,P021,109,237.08,2599.86,23241.86
OI0003752,O001876,P029,27,121.49,23.49,3256.74
OI0003753,O001876,P030,34,147.18,458.38,4545.74
OI0003754,O001877,P004,64,1599.6,11474.01,90900.39
OI0003755,O001877,P006,83,1149.89,10695.75,84745.12
OI0003756,O001877,P002,84,1993.33,9750.29,157689.43
OI0003757,O001878,P001,38,1687.0,4050.2,60055.8
OI0003758,O001878,P002,49,1818.6,651.54,88459.86
OI0003759,O001879,P001,75,1523.46,1454.69,112804.81
OI0003760,O001879,P004,42,1513.29,4495.14,59063.04
OI0003761,O001879,P001,90,1580.01,10329.79,131871.11
OI0003762,O001880,P006,118,1225.81,2506.6,142138.98
OI0003763,O001881,P002,38,1973.96,1925.22,73085.26
OI0003764,O001882,P003,16,897.03,271.95,14080.53
OI0003765,O001883,P002,23,1789.23,3464.78,37687.51
OI0003766,O001883,P005,18,914.19,1974.17,14481.25
OI0003767,O001883,P003,49,869.63,1007.03,41604.84
OI0003768,O001884,P006,26,1260.67,1157.57,31619.85
OI0003769,O001885,P005,66,922.43,1251.61,59628.77
OI0003770,O001886,P006,68,1273.34,8138.06,78449.06
OI0003771,O001886,P006,87,1154.31,6903.64,93521.33
OI0003772,O001887,P007,113,1722.64,4607.23,190051.09
OI0003773,O001888,P012,46,1964.15,2038.57,88312.33
OI0003774,O001889,P011,85,2260.92,3198.6,188979.6
OI0003775,O001889,P009,23,2175.99,1102.72,48945.05
OI0003776,O001889,P010,94,1717.97,4120.75,157368.43
OI0003777,O001890,P008,5,1536.32,715.82,6965.78
OI0003778,O001890,P007,70,1678.62,4750.58,112752.82
OI0003779,O001891,P012,22,2105.44,731.23,45588.45
OI0003780,O001892,P011,53,2281.81,7935.78,113000.15
OI0003781,O001892,P011,81,2086.44,13972.1,155029.54
OI0003782,O001893,P013,12,197.02,240.02,2124.22
OI0003783,O001893,P013,57,190.25,49.14,10795.11
OI0003784,O001894,P014,114,192.3,2239.3,19682.9
OI0003785,O001894,P018,85,258.9,2122.52,19883.98
OI0003786,O001895,P018,68,253.11,1084.31,16127.17
OI0003787,O001896,P018,23,258.17,186.36,5751.55
OI0003788,O001896,P015,105,284.84,3081.04,26827.16
OI0003789,O001896,P013,30,196.28,563.33,5325.07
OI0003790,O001897,P017,27,301.42,708.55,7429.79
OI0003791,O001897,P018,21,276.68,323.47,5486.81
OI0003792,O001897,P016,100,119.67,436.08,11530.92
OI0003793,O001898,P015,6,279.69,51.26,1626.88
OI0003794,O001899,P018,117,261.7,2050.14,28568.76
OI0003795,O001900,P014,68,181.87,492.28,11874.88
OI0003796,O001901,P019,106,139.41,636.89,14140.57
OI0003797,O001901,P020,77,243.63,1496.71,17262.8
OI0003798,O001901,P024,100,204.72,1501.44,18970.56
OI0003799,O001902,P024,65,206.79,59.29,13382.06
OI0003800,O001903,P020,40,242.55,102.72,9599.28
OI0003801,O001903,P023,75,214.85,164.89,15948.86
OI0003802,O001903,P019,6,133.65,2.94,798.96
OI0003803,O001904,P024,80,226.48,2020.1,16098.3
OI0003804,O001904,P023,18,207.91,146.71,3595.67
OI0003805,O001905,P022,35,219.81,843.98,6849.37
OI0003806,O001905,P022,43,207.47,944.4,7976.81
OI0003807,O001905,P021,56,235.63,315.6,12879.68
OI0003808,O001906,P028,27,124.04,253.74,3095.34
OI0003809,O001907,P025,81,215.12,1255.72,16169.0
OI0003810,O001907,P030,88,151.93,869.7,12500.14
OI0003811,O001908,P003,83,799.75,6687.74,59691.51
OI0003812,O001908,P005,82,911.09,6386.09,68323.29
OI0003813,O001908,P003,14,907.17,482.69,12217.69
OI0003814,O001909,P003,35,869.56,2069.03,28365.57
OI0003815,O001910,P001,120,1558.67,4164.46,182875.94
OI0003816,O001911,P001,89,1484.56,12948.18,119177.66
OI0003817,O001911,P001,84,1640.61,11122.69,126688.55
OI0003818,O001911,P001,107,1614.97,4858.57,167943.22
OI0003819,O001912,P003,99,927.62,1453.69,90380.69
OI0003820,O001913,P005,59,988.3,1377.81,56931.89
OI0003821,O001913,P002,101,1992.7,16207.59,185055.11
OI0003822,O001914,P006,50,1182.04,1946.56,57155.44
OI0003823,O001914,P004,90,1412.42,11424.67,115693.13
OI0003824,O001915,P006,21,1147.17,2395.83,21694.74
OI0003825,O001915,P003,64,866.91,2895.57,52586.67
OI0003826,O001916,P005,95,904.21,9090.69,76809.26
OI0003827,O001917,P003,99,890.64,6372.74,81800.62
OI0003828,O001918,P004,64,1596.77,6581.45,95611.83
OI0003829,O001918,P002,14,1885.47,1904.52,24492.06
OI0003830,O001918,P006,108,1230.87,9582.73,123351.23
OI0003831,O001919,P004,48,1618.91,8739.46,68968.22
OI0003832,O001919,P006,23,1238.24,953.92,27525.6
OI0003833,O001919,P004,23,1495.82,223.84,34180.02
OI0003834,O001920,P012,104,1975.68,4405.99,201064.73
OI0003835,O001920,P011,61,2140.02,593.79,129947.43
OI0003836,O001921,P010,51,1707.56,1754.57,85330.99
OI0003837,O001921,P010,16,1778.5,1952.43,26503.57
OI0003838,O001922,P011,50,2012.63,2467.27,98164.23
OI0003839,O001923,P008,100,1469.07,12594.78,134312.22
OI0003840,O001923,P007,61,1535.96,7842.86,85850.7
OI0003841,O001923,P009,108,2085.68,7922.77,217330.67
OI0003842,O001924,P008,77,1540.14,10791.8,107798.98
OI0003843,O001924,P011,114,2233.45,15949.56,238663.74
OI0003844,O001925,P012,5,2089.67,679.34,9769.01
OI0003845,O001925,P007,117,1590.78,957.36,185163.9
OI0003846,O001925,P007,42,1533.39,1388.04,63014.34
OI0003847,O001926,P011,57,2082.91,1276.34,117449.53
OI0003848,O001926,P007,37,1709.91,4467.97,58798.7
OI0003849,O001926,P011,85,2202.92,16746.13,170502.07
OI0003850,O001927,P016,84,128.24,944.85,9827.31
OI0003851,O001928,P013,17,206.81,60.12,3455.65
OI0003852,O001929,P017,54,293.78,133.82,15730.3
OI0003853,O001929,P017,118,292.57,1582.47,32940.79
OI0003854,O001929,P018,21,280.05,501.58,5379.47
OI0003855,O001930,P018,43,288.21,1065.72,11327.31
OI0003856,O001930,P016,97,117.11,83.24,11276.43
OI0003857,O001931,P018,83,273.44,2250.29,20445.23
OI0003858,O001931,P014,110,195.48,386.69,21116.11
OI0003859,O001932,P017,11,290.3,325.95,2867.35
OI0003860,O001933,P016,67,127.9,533.86,8035.44
OI0003861,O001934,P021,93,208.01,1244.07,18100.86
OI0003862,O001934,P019,23,128.0,186.52,2757.48
OI0003863,O001934,P019,76,125.27,959.42,8561.1
OI0003864,O001935,P021,59,213.85,772.84,11844.31
OI0003865,O001936,P019,7,129.01,21.18,881.89
OI0003866,O001937,P020,110,225.58,2957.0,21856.8
OI0003867,O001937,P023,110,201.07,1008.24,21109.46
OI0003868,O001937,P022,89,237.58,2229.21,18915.41
OI0003869,O001938,P024,77,222.28,585.45,16530.11
OI0003870,O001938,P023,114,213.16,2693.82,21606.42
OI0003871,O001938,P021,88,219.26,2133.76,17161.12
OI0003872,O001939,P024,20,213.71,410.06,3864.14
OI0003873,O001940,P025,71,187.46,1478.25,11831.41
OI0003874,O001941,P030,105,150.97,944.89,14906.96
OI0003875,O001941,P029,45,118.66,409.05,4930.65
OI0003876,O001941,P028,31,114.43,411.09,3136.24
OI0003877,O001942,P002,59,1813.42,9754.39,97237.39
OI0003878,O001943,P005,49,985.27,421.47,47856.76
OI0003879,O001944,P006,110,1249.0,13753.78,123636.22
OI0003880,O001945,P001,60,1462.05,10033.5,77689.5
OI0003881,O001946,P012,100,1996.76,12105.9,187570.1
OI0003882,O001946,P008,21,1540.97,3499.63,28860.74
OI0003883,O001947,P007,86,1728.12,6833.22,141785.1
OI0003884,O001948,P011,109,2045.7,26423.36,196557.94
OI0003885,O001948,P011,49,2307.66,10938.01,102137.33
OI0003886,O001948,P011,15,2159.25,3049.82,29338.93
OI0003887,O001949,P018,23,280.46,315.91,6134.67
OI0003888,O001950,P017,87,271.25,1921.3,21677.45
OI0003889,O001950,P018,49,256.51,173.78,12395.21
OI0003890,O001950,P017,74,289.26,156.31,21248.93
OI0003891,O001951,P014,49,197.98,112.18,9588.84
OI0003892,O001951,P016,101,116.87,221.66,11582.21
OI0003893,O001952,P019,8,125.67,90.85,914.51
OI0003894,O001952,P021,44,240.55,91.48,10492.72
OI0003895,O001952,P020,32,249.65,862.47,7126.33
OI0003896,O001953,P023,115,233.14,964.45,25846.65
OI0003897,O001954,P003,85,921.18,6152.38,72147.92
OI0003898,O001954,P004,80,1547.72,2952.2,120865.4
OI0003899,O001954,P004,96,1610.16,7415.04,147160.32
OI0003900,O001955,P002,46,1951.18,5976.24,83778.04
OI0003901,O001955,P002,89,1775.63,18002.43,140028.64
OI0003902,O001955,P006,84,1300.71,9978.09,99281.55
OI0003903,O001956,P004,31,1592.2,5069.92,44288.28
OI0003904,O001956,P002,50,1992.85,727.81,98914.69
OI0003905,O001956,P003,71,877.44,4887.19,57411.05
OI0003906,O001957,P004,76,1443.75,1329.47,108395.53
OI0003907,O001957,P001,106,1593.89,17527.2,151425.14
OI0003908,O001958,P006,28,1203.8,1668.22,32038.18
OI0003909,O001958,P004,33,1483.61,77.32,48881.81
OI0003910,O001959,P005,113,977.03,4218.67,106185.72
OI0003911,O001959,P004,42,1528.57,6014.61,58185.33
OI0003912,O001959,P005,87,951.83,2490.39,80318.82
OI0003913,O001960,P010,119,1631.62,22843.94,171318.84
OI0003914,O001960,P010,60,1579.29,335.59,94421.81
OI0003915,O001961,P009,29,2220.44,67.81,64324.95
OI0003916,O001961,P012,95,2081.59,2849.02,194902.03
OI0003917,O001962,P007,75,1729.68,6239.86,123486.14
OI0003918,O001963,P011,116,2211.38,22778.46,233741.62
OI0003919,O001963,P010,41,1674.14,4578.21,64061.53
OI0003920,O001963,P011,88,2225.21,7258.91,188559.57
OI0003921,O001964,P014,35,199.55,572.7,6411.55
OI0003922,O001965,P015,41,256.47,100.01,10415.26
OI0003923,O001965,P018,57,287.63,643.99,15750.92
OI0003924,O001966,P015,97,271.11,1900.43,24397.24
OI0003925,O001966,P014,22,187.43,333.89,3789.57
OI0003926,O001966,P017,10,294.96,7.91,2941.69
OI0003927,O001967,P014,56,177.56,303.23,9640.13
OI0003928,O001967,P016,17,118.05,47.06,1959.79
OI0003929,O001967,P016,40,120.61,12.21,4812.19
OI0003930,O001968,P014,117,174.71,475.82,19965.25
OI0003931,O001968,P014,42,174.9,559.07,6786.73
OI0003932,O001968,P014,23,177.36,304.94,3774.34
OI0003933,O001969,P020,67,235.65,1723.27,14065.28
OI0003934,O001970,P024,43,214.96,1109.13,8134.15
OI0003935,O001970,P019,38,128.92,438.22,4460.74
OI0003936,O001970,P023,21,203.56,222.39,4052.37
OI0003937,O001971,P023,30,215.81,580.06,5894.24
OI0003938,O001972,P026,16,169.18,295.92,2410.96
OI0003939,O001972,P029,118,133.0,1698.53,13995.47
OI0003940,O001973,P005,15,1009.05,1545.53,13590.22
OI0003941,O001973,P004,32,1485.48,2880.46,44654.9
OI0003942,O001974,P002,103,1758.46,15773.21,165348.17
OI0003943,O001974,P005,44,931.58,2646.67,38342.85
OI0003944,O001975,P005,119,1005.74,7431.69,112251.37
OI0003945,O001975,P003,72,826.53,6863.21,52646.95
OI0003946,O001975,P006,5,1264.9,285.66,6038.84
OI0003947,O001976,P001,79,1610.78,6748.49,120503.13
OI0003948,O001976,P005,27,1021.36,415.21,27161.51
OI0003949,O001976,P003,29,922.22,1628.62,25115.76
OI0003950,O001977,P001,46,1663.58,8943.6,67581.08
OI0003951,O001977,P005,53,928.32,3635.79,45565.17
OI0003952,O001978,P003,59,801.31,1211.02,46066.27
OI0003953,O001979,P002,100,1816.96,18460.19,163235.81
OI0003954,O001980,P002,89,1758.38,8729.82,147766.0
OI0003955,O001980,P003,43,907.92,3555.63,35484.93
OI0003956,O001980,P005,63,947.68,1897.5,57806.34
OI0003957,O001981,P002,51,1733.66,6135.81,82280.85
OI0003958,O001981,P004,92,1541.46,13176.89,128637.43
OI0003959,O001982,P001,50,1688.65,7976.98,76455.52
OI0003960,O001983,P004,20,1576.04,2505.61,29015.19
OI0003961,O001983,P006,45,1195.24,5212.85,48572.95
OI0003962,O001984,P006,53,1257.11,7980.34,58646.49
OI0003963,O001984,P003,90,907.28,3565.97,78089.23
OI0003964,O001985,P012,105,1995.34,3060.25,206450.45
OI0003965,O001985,P007,68,1626.99,9668.55,100966.77
OI0003966,O001985,P010,61,1673.38,1487.48,100588.7
OI0003967,O001986,P009,110,2047.49,10762.8,214461.1
OI0003968,O001986,P011,78,2241.39,11351.09,163477.33
OI0003969,O001987,P012,101,1900.95,10642.21,181353.74
OI0003970,O001987,P009,105,1925.81,14314.74,187895.31
OI0003971,O001987,P012,43,1923.81,141.71,82582.12
OI0003972,O001988,P011,92,2331.18,13591.22,200877.34
OI0003973,O001988,P012,116,1946.85,12467.7,213366.9
OI0003974,O001989,P010,5,1724.44,981.21,7640.99
OI0003975,O001989,P007,93,1714.0,13076.18,146325.82
OI0003976,O001989,P009,15,1981.71,3282.28,26443.37
OI0003977,O001990,P010,56,1587.78,10238.18,78677.5
OI0003978,O001990,P012,109,2147.05,16414.43,217614.02
OI0003979,O001991,P010,27,1666.58,1301.85,43695.81
OI0003980,O001992,P012,84,2175.23,6989.53,175729.79
OI0003981,O001993,P013,98,187.69,770.26,17623.36
OI0003982,O001994,P015,56,254.62,1577.71,12681.01
OI0003983,O001994,P015,71,278.62,1685.26,18096.76
OI0003984,O001994,P014,76,194.71,907.11,13890.85
OI0003985,O001995,P013,43,200.06,767.47,7835.11
OI0003986,O001996,P018,60,278.79,1860.96,14866.44
OI0003987,O001997,P017,114,280.62,2854.15,29136.53
OI0003988,O001997,P016,82,114.5,780.78,8608.22
OI0003989,O001998,P017,119,272.02,1784.51,30585.87
OI0003990,O001998,P014,115,200.97,2062.7,21048.85
OI0003991,O001998,P014,10,180.67,43.11,1763.59
OI0003992,O001999,P017,41,306.22,495.8,12059.22
OI0003993,O001999,P018,104,275.57,955.18,27704.1
OI0003994,O002000,P013,30,196.79,51.83,5851.87
OI0003995,O002001,P014,32,199.58,496.89,5889.67
OI0003996,O002001,P013,68,198.59,747.47,12756.65
OI0003997,O002001,P018,38,277.44,43.16,10499.56
OI0003998,O002002,P016,27,120.48,148.5,3104.46
OI0003999,O002003,P014,73,188.58,861.87,12904.47
OI0004000,O002003,P014,93,176.86,1505.86,14942.12
OI0004001,O002004,P023,38,229.57,604.62,8119.04
OI0004002,O002004,P024,5,195.13,19.48,956.17
OI0004003,O002004,P022,38,207.43,149.78,7732.56
OI0004004,O002005,P023,103,233.36,10.76,24025.32
OI0004005,O002005,P024,49,223.66,1051.41,9907.93
OI0004006,O002005,P024,38,196.43,155.93,7308.41
OI0004007,O002006,P021,110,221.98,2426.51,21991.29
OI0004008,O002007,P023,26,225.65,381.27,5485.63
OI0004009,O002007,P022,111,220.34,1655.46,22802.28
OI0004010,O002008,P023,68,204.08,1348.51,12528.93
OI0004011,O002009,P024,75,223.67,1865.08,14910.17
OI0004012,O002009,P019,12,144.43,29.16,1704.0
OI0004013,O002009,P022,81,210.85,431.15,16647.7
OI0004014,O002010,P019,12,124.58,118.36,1376.6
OI0004015,O002010,P023,66,223.95,791.11,13989.59
OI0004016,O002010,P019,80,141.08,343.13,10943.27
OI0004017,O002011,P029,60,131.56,202.99,7690.61
OI0004018,O002012,P030,73,143.77,381.7,10113.51
OI0004019,O002013,P026,36,171.36,448.3,5720.66
OI0004020,O002014,P001,34,1635.35,697.35,54904.55
OI0004021,O002015,P001,119,1599.35,17572.5,172750.15
OI0004022,O002016,P004,104,1637.79,4239.85,166090.31
OI0004023,O002016,P004,101,1439.12,2697.98,142653.14
OI0004024,O002017,P003,86,883.21,7446.11,68509.95
OI0004025,O002018,P004,100,1577.64,5489.31,152274.69
OI0004026,O002019,P006,115,1170.74,5695.66,128939.44
OI0004027,O002019,P001,93,1631.18,11566.88,140132.86
OI0004028,O002019,P002,96,1944.68,8736.58,177952.7
OI0004029,O002020,P005,97,979.59,10556.28,84463.95
OI0004030,O002021,P006,81,1273.93,6728.74,96459.59
OI0004031,O002021,P001,70,1477.5,9127.72,94297.28
OI0004032,O002021,P004,59,1450.81,8324.12,77273.67
OI0004033,O002022,P003,105,906.15,6941.12,88204.63
OI0004034,O002022,P001,110,1479.52,4552.75,158194.45
OI0004035,O002022,P001,57,1538.73,6873.5,80834.11
OI0004036,O002023,P002,110,1727.13,9893.94,180090.36
OI0004037,O002024,P006,46,1127.71,4203.24,47671.42
OI0004038,O002024,P005,95,970.12,10305.71,81855.69
OI0004039,O002025,P001,64,1549.69,6388.15,92792.01
OI0004040,O002025,P001,33,1557.41,5355.72,46038.81
OI0004041,O002025,P002,30,1872.49,2339.61,53835.09
OI0004042,O002026,P005,112,935.06,11951.66,92775.06
OI0004043,O002027,P005,42,1049.79,3457.57,40633.61
OI0004044,O002027,P004,103,1444.74,14256.59,134551.63
OI0004045,O002027,P005,104,1001.26,1771.09,102359.95
OI0004046,O002028,P012,31,1932.86,451.58,59467.08
OI0004047,O002029,P008,106,1386.51,1484.0,145486.06
OI0004048,O002030,P007,101,1654.37,13078.62,154012.75
OI0004049,O002030,P008,80,1357.48,3207.32,105391.08
OI0004050,O002030,P012,36,1926.18,5313.7,64028.78
OI0004051,O002031,P008,107,1403.44,6710.07,143458.01
OI0004052,O002031,P008,22,1335.42,2873.28,26505.96
OI0004053,O002032,P010,77,1600.58,12015.47,111229.19
OI0004054,O002032,P011,75,2280.97,1518.36,169554.39
OI0004055,O002033,P011,26,2022.82,3533.53,49059.79
OI0004056,O002033,P012,35,2126.3,8431.37,65989.13
OI0004057,O002033,P007,49,1619.8,7349.47,72020.73
OI0004058,O002034,P007,14,1720.11,1221.31,22860.23
OI0004059,O002034,P009,72,2187.98,17552.98,139981.58
OI0004060,O002035,P012,56,2001.15,11484.03,100580.37
OI0004061,O002035,P008,13,1539.89,737.17,19281.4
OI0004062,O002036,P016,72,129.22,802.12,8501.72
OI0004063,O002037,P016,115,120.3,1107.68,12726.82
OI0004064,O002038,P013,9,212.55,75.25,1837.7
OI0004065,O002038,P017,80,280.68,1994.08,20460.32
OI0004066,O002038,P015,57,274.8,1151.84,14511.76
OI0004067,O002039,P014,55,199.24,349.62,10608.58
OI0004068,O002039,P015,83,266.81,1671.93,20473.3
OI0004069,O002040,P016,9,130.07,139.71,1030.92
OI0004070,O002040,P015,17,251.07,224.47,4043.72
OI0004071,O002040,P013,62,205.58,1391.99,11353.97
OI0004072,O002041,P017,75,282.29,1185.67,19986.08
OI0004073,O002041,P013,120,190.14,1584.51,21232.29
OI0004074,O002042,P013,93,209.01,1794.19,17643.74
OI0004075,O002042,P018,109,288.23,2280.32,29136.75
OI0004076,O002042,P013,46,201.88,305.37,8981.11
OI0004077,O002043,P013,7,204.18,54.55,1374.71
OI0004078,O002043,P013,53,191.64,936.91,9220.01
OI0004079,O002043,P017,52,298.32,981.69,14530.95
OI0004080,O002044,P017,57,268.81,1271.72,14050.45
OI0004081,O002045,P014,62,183.21,693.07,10665.95
OI0004082,O002046,P024,111,205.97,1957.55,20905.12
OI0004083,O002047,P020,86,219.64,1508.42,17380.62
OI0004084,O002047,P019,8,129.78,87.23,951.01
OI0004085,O002047,P022,5,214.99,113.48,961.47
OI0004086,O002048,P022,25,214.63,186.04,5179.71
OI0004087,O002049,P019,39,127.59,545.6,4430.41
OI0004088,O002049,P020,11,218.26,81.48,2319.38
OI0004089,O002049,P020,97,253.23,1849.96,22713.35
OI0004090,O002050,P024,16,221.66,310.85,3235.71
OI0004091,O002051,P024,79,203.63,18.07,16068.7
OI0004092,O002051,P021,72,208.61,769.15,14250.77
OI0004093,O002052,P019,61,126.15,75.95,7619.2
OI0004094,O002052,P022,66,221.96,370.23,14279.13
OI0004095,O002053,P025,28,206.83,659.94,5131.3
OI0004096,O002053,P027,50,100.21,589.42,4421.08
OI0004097,O002054,P027,54,89.53,324.08,4510.54
OI0004098,O002055,P006,60,1270.73,8837.51,67406.29
OI0004099,O002055,P001,64,1605.5,10122.25,92629.75
OI0004100,O002055,P001,29,1654.99,769.63,47225.08
OI0004101,O002056,P004,17,1592.62,1880.02,25194.52
OI0004102,O002056,P005,120,978.96,103.48,117371.72
OI0004103,O002056,P006,111,1259.77,9929.17,129905.3
OI0004104,O002057,P002,90,1771.76,8048.71,151409.69
OI0004105,O002057,P004,94,1501.38,11715.38,129414.34
OI0004106,O002057,P006,29,1182.95,856.76,33448.79
OI0004107,O002058,P006,77,1158.38,6852.77,82342.49
OI0004108,O002058,P003,41,867.78,3642.91,31936.07
OI0004109,O002058,P005,84,942.07,7708.29,71425.59
OI0004110,O002059,P003,81,858.09,1850.53,67654.76
OI0004111,O002059,P005,19,924.49,1379.39,16185.92
OI0004112,O002059,P001,88,1546.5,4475.46,131616.54
OI0004113,O002060,P004,32,1503.86,555.49,47568.03
OI0004114,O002060,P005,119,1049.75,740.62,124179.63
OI0004115,O002061,P001,32,1541.63,4084.66,45247.5
OI0004116,O002061,P004,66,1522.56,4755.97,95732.99
OI0004117,O002062,P007,101,1538.13,16088.16,139262.97
OI0004118,O002063,P008,49,1392.42,2307.48,65921.1
OI0004119,O002063,P010,106,1572.59,16358.03,150336.51
OI0004120,O002063,P008,60,1425.98,2559.76,82999.04
OI0004121,O002064,P017,93,287.39,1827.75,24899.52
OI0004122,O002064,P014,61,196.67,1118.94,10877.93
OI0004123,O002064,P017,74,270.06,534.38,19450.06
OI0004124,O002065,P016,45,118.85,497.67,4850.58
OI0004125,O002065,P017,119,303.42,473.43,35633.55
OI0004126,O002066,P018,82,273.59,1387.03,21047.35
OI0004127,O002066,P013,94,202.42,1381.9,17645.58
OI0004128,O002067,P017,16,268.32,198.32,4094.8
OI0004129,O002067,P016,59,127.88,790.9,6754.02
OI0004130,O002067,P017,95,288.92,2213.48,25233.92
OI0004131,O002068,P017,53,309.02,1870.92,14507.14
OI0004132,O002068,P015,13,281.49,53.68,3605.69
OI0004133,O002069,P013,105,210.9,957.83,21186.67
OI0004134,O002069,P018,45,288.57,728.03,12257.62
OI0004135,O002069,P018,111,276.79,3664.72,27058.97
OI0004136,O002070,P023,84,219.22,1707.6,16706.88
OI0004137,O002071,P020,13,251.95,87.51,3187.84
OI0004138,O002071,P019,74,141.85,382.06,10114.84
OI0004139,O002071,P021,65,231.42,1134.2,13908.1
OI0004140,O002072,P021,92,222.3,127.94,20323.66
OI0004141,O002073,P025,53,214.75,851.73,10530.02
OI0004142,O002073,P026,108,157.57,1460.71,15556.85
OI0004143,O002073,P029,50,118.69,394.29,5540.21
OI0004144,O002074,P002,95,1718.34,3887.98,159354.32
OI0004145,O002074,P001,108,1608.68,15339.31,158398.13
OI0004146,O002075,P002,70,1755.06,844.48,122009.72
OI0004147,O002075,P006,45,1253.64,2094.48,54319.32
OI0004148,O002076,P001,45,1468.17,6843.4,59224.25
OI0004149,O002076,P001,25,1601.46,3386.44,36650.06
OI0004150,O002076,P002,72,1984.89,7488.36,135423.72
OI0004151,O002077,P001,76,1558.3,200.69,118230.11
OI0004152,O002077,P003,72,856.07,1709.94,59927.1
OI0004153,O002077,P002,72,1930.77,9531.78,129483.66
OI0004154,O002078,P005,109,1046.62,10218.18,103863.4
OI0004155,O002078,P001,89,1680.58,8253.09,141318.53
OI0004156,O002078,P001,8,1483.15,1148.04,10717.16
OI0004157,O002079,P006,61,1191.66,6514.46,66176.8
OI0004158,O002080,P002,49,1985.01,8911.77,88353.72
OI0004159,O002081,P012,112,2146.64,28035.28,212388.4
OI0004160,O002081,P010,88,1664.75,16262.6,130235.4
OI0004161,O002081,P012,60,1884.13,10361.61,102686.19
OI0004162,O002082,P010,102,1672.6,4232.56,166372.64
OI0004163,O002082,P009,12,2128.88,2454.88,23091.68
OI0004164,O002082,P010,101,1641.63,11545.9,154258.73
OI0004165,O002083,P008,81,1404.83,4815.39,108975.84
OI0004166,O002083,P009,43,1999.92,9139.11,76857.45
OI0004167,O002084,P011,60,2264.03,10732.65,125109.15
OI0004168,O002084,P008,48,1336.93,34.12,64138.52
OI0004169,O002084,P010,45,1572.12,410.62,70334.78
OI0004170,O002085,P012,79,2044.08,9894.01,151588.31
OI0004171,O002085,P007,54,1675.37,6075.8,84394.18
OI0004172,O002086,P014,13,177.16,143.74,2159.34
OI0004173,O002087,P014,19,183.43,163.23,3321.94
OI0004174,O002087,P013,6,206.63,146.26,1093.52
OI0004175,O002087,P017,64,300.78,121.44,19128.48
OI0004176,O002088,P013,81,208.78,1543.13,15368.05
OI0004177,O002088,P014,92,196.83,102.12,18006.24
OI0004178,O002088,P015,97,275.09,1693.2,24990.53
OI0004179,O002089,P016,36,121.28,479.98,3886.1
OI0004180,O002089,P015,70,277.42,360.58,19058.82
OI0004181,O002089,P017,95,295.26,158.54,27891.16
OI0004182,O002090,P018,73,252.24,1578.68,16834.84
OI0004183,O002090,P013,97,213.32,514.44,20177.6
OI0004184,O002091,P017,114,272.84,1070.39,30033.37
OI0004185,O002092,P021,83,240.19,2178.8,17756.97
