touchpoint_id,customer_id,campaign_id,touchpoint_time,touchpoint_type,sales_rep_id,cost_amount
T001587,C0082,CAMP004,2025-10-11,ONLINE,SR015,1735.2
T001588,C0082,CAMP010,2025-10-28,HOSPITAL_VISIT,SR015,2424.73
T001589,C0082,CAMP006,2025-09-25,HOSPITAL_VISIT,SR015,2094.47
T001590,C0082,CAMP009,2025-10-08,CONFERENCE,SR015,1060.46
T001591,C0067,CAMP006,2025-10-12,EMAIL,SR017,1652.02
T001592,C0095,CAMP003,2025-10-30,EMAIL,SR023,325.14
T001593,C0095,CAMP002,2025-10-03,CONFERENCE,SR023,2839.86
T001594,C0105,CAMP006,2025-10-16,EMAIL,SR023,1008.86
T001595,C0105,CAMP009,2025-11-04,ONLINE,SR023,2792.64
T001596,C0110,CAMP012,2025-11-03,EMAIL,SR024,1929.99
T001597,C0095,CAMP005,2025-10-30,ONLINE,SR021,1060.9
T001598,C0095,CAMP001,2025-11-06,CONFERENCE,SR021,1340.67
T001599,C0111,CAMP002,2025-10-21,EMAIL,SR024,2710.0
T001600,C0111,CAMP013,2025-10-24,ONLINE,SR024,1194.25
T001601,C0096,CAMP015,2025-11-06,ONLINE,SR024,2529.7
T001602,C0099,CAMP003,2025-10-17,ONLINE,SR021,1590.0
T001603,C0099,CAMP013,2025-11-18,HOSPITAL_VISIT,SR021,2357.55
T001604,C0091,CAMP006,2025-11-05,EMAIL,SR020,1560.04
T001605,C0010,CAMP012,2025-12-07,ONLINE,SR006,1385.33
T001606,C0010,CAMP005,2025-12-14,HOSPITAL_VISIT,SR006,2055.83
T001607,C0018,CAMP011,2025-11-08,ONLINE,SR006,2172.57
T001608,C0018,CAMP003,2025-11-04,CONFERENCE,SR006,2680.29
T001609,C0018,CAMP004,2025-12-06,CONFERENCE,SR002,245.52
T001610,C0018,CAMP001,2025-12-02,HOSPITAL_VISIT,SR002,2942.15
T001611,C0027,CAMP006,2025-10-30,ONLINE,SR001,1338.17
T001612,C0027,CAMP008,2025-11-06,CONFERENCE,SR006,2862.22
T001613,C0027,CAMP010,2025-11-17,CONFERENCE,SR006,2858.69
T001614,C0029,CAMP008,2025-11-22,ONLINE,SR004,2060.06
T001615,C0029,CAMP006,2025-11-14,HOSPITAL_VISIT,SR004,1129.52
T001616,C0010,CAMP015,2025-11-12,EMAIL,SR002,1588.14
T001617,C0005,CAMP012,2025-11-22,ONLINE,SR001,1409.61
T001618,C0015,CAMP002,2025-12-09,HOSPITAL_VISIT,SR004,1328.57
T001619,C0020,CAMP008,2025-12-16,EMAIL,SR005,223.69
T001620,C0020,CAMP002,2025-12-08,EMAIL,SR005,2855.87
T001621,C0027,CAMP011,2025-12-17,CONFERENCE,SR005,1342.84
T001622,C0006,CAMP002,2025-12-02,HOSPITAL_VISIT,SR003,353.66
T001623,C0030,CAMP006,2025-11-28,HOSPITAL_VISIT,SR006,1205.47
T001624,C0001,CAMP006,2025-11-09,HOSPITAL_VISIT,SR006,1967.58
T001625,C0001,CAMP008,2025-11-08,CONFERENCE,SR006,2338.87
T001626,C0017,CAMP002,2025-12-04,CONFERENCE,SR005,1630.37
T001627,C0024,CAMP001,2025-11-09,EMAIL,SR002,2955.51
T001628,C0024,CAMP005,2025-11-17,EMAIL,SR002,1768.85
T001629,C0023,CAMP012,2025-11-29,HOSPITAL_VISIT,SR004,933.75
T001630,C0013,CAMP003,2025-12-01,CONFERENCE,SR004,2686.3
T001631,C0007,CAMP008,2025-11-10,HOSPITAL_VISIT,SR001,1762.62
T001632,C0007,CAMP007,2025-11-23,EMAIL,SR001,1476.28
T001633,C0025,CAMP002,2025-11-20,CONFERENCE,SR005,865.92
T001634,C0025,CAMP012,2025-12-04,EMAIL,SR005,378.7
T001635,C0020,CAMP008,2025-11-26,CONFERENCE,SR002,582.49
T001636,C0009,CAMP011,2025-11-10,HOSPITAL_VISIT,SR006,364.77
T001637,C0009,CAMP001,2025-12-02,HOSPITAL_VISIT,SR006,1393.25
T001638,C0020,CAMP001,2025-11-24,ONLINE,SR004,2449.38
T001639,C0020,CAMP006,2025-12-07,CONFERENCE,SR004,2528.48
T001640,C0025,CAMP015,2025-11-26,EMAIL,SR005,1328.19
T001641,C0010,CAMP010,2025-11-10,EMAIL,SR005,2490.39
T001642,C0010,CAMP004,2025-12-09,ONLINE,SR005,1987.92
T001643,C0009,CAMP012,2025-12-06,EMAIL,SR006,2669.3
T001644,C0009,CAMP002,2025-12-03,CONFERENCE,SR006,1510.39
T001645,C0031,CAMP011,2025-11-12,EMAIL,SR009,2124.81
T001646,C0055,CAMP006,2025-11-08,ONLINE,SR008,660.8
T001647,C0043,CAMP005,2025-11-15,HOSPITAL_VISIT,SR011,2967.46
T001648,C0057,CAMP008,2025-11-12,CONFERENCE,SR007,365.87
T001649,C0057,CAMP007,2025-11-05,EMAIL,SR007,1561.32
T001650,C0056,CAMP010,2025-11-18,HOSPITAL_VISIT,SR009,1209.48
T001651,C0050,CAMP008,2025-11-18,ONLINE,SR012,2433.8
T001652,C0054,CAMP010,2025-12-03,CONFERENCE,SR008,440.68
T001653,C0055,CAMP008,2025-10-24,EMAIL,SR010,1978.51
T001654,C0052,CAMP015,2025-11-26,ONLINE,SR007,1701.1
T001655,C0055,CAMP006,2025-11-10,CONFERENCE,SR010,2352.7
T001656,C0055,CAMP005,2025-11-09,CONFERENCE,SR010,2505.41
T001657,C0057,CAMP004,2025-11-09,HOSPITAL_VISIT,SR010,2164.47
T001658,C0054,CAMP008,2025-11-25,EMAIL,SR012,1872.97
T001659,C0054,CAMP009,2025-11-19,ONLINE,SR009,614.3
T001660,C0054,CAMP011,2025-11-22,CONFERENCE,SR009,1006.02
T001661,C0060,CAMP013,2025-12-16,EMAIL,SR008,2802.91
T001662,C0060,CAMP012,2025-11-12,ONLINE,SR008,2236.19
T001663,C0031,CAMP002,2025-11-23,ONLINE,SR012,666.4
T001664,C0031,CAMP007,2025-11-27,HOSPITAL_VISIT,SR012,1691.49
T001665,C0060,CAMP015,2025-11-09,HOSPITAL_VISIT,SR009,2540.34
T001666,C0039,CAMP012,2025-11-01,EMAIL,SR008,430.83
T001667,C0039,CAMP015,2025-11-07,CONFERENCE,SR008,1010.76
T001668,C0031,CAMP014,2025-11-07,HOSPITAL_VISIT,SR008,368.53
T001669,C0031,CAMP003,2025-10-31,HOSPITAL_VISIT,SR008,1500.56
T001670,C0036,CAMP014,2025-12-01,HOSPITAL_VISIT,SR008,305.63
T001671,C0079,CAMP011,2025-11-20,HOSPITAL_VISIT,SR018,1228.14
T001672,C0079,CAMP007,2025-12-13,EMAIL,SR018,1632.99
T001673,C0085,CAMP003,2025-11-09,CONFERENCE,SR014,1747.93
T001674,C0085,CAMP010,2025-11-02,EMAIL,SR015,1112.4
T001675,C0083,CAMP002,2025-11-12,HOSPITAL_VISIT,SR015,2344.49
T001676,C0067,CAMP008,2025-11-30,CONFERENCE,SR018,1956.24
T001677,C0067,CAMP008,2025-11-30,EMAIL,SR018,995.08
T001678,C0077,CAMP008,2025-11-08,CONFERENCE,SR014,1182.91
T001679,C0077,CAMP003,2025-11-12,EMAIL,SR014,2309.85
T001680,C0086,CAMP003,2025-11-19,ONLINE,SR014,1387.75
T001681,C0086,CAMP005,2025-11-15,HOSPITAL_VISIT,SR014,513.42
T001682,C0070,CAMP009,2025-12-02,EMAIL,SR018,980.7
T001683,C0070,CAMP005,2025-11-22,HOSPITAL_VISIT,SR018,1550.32
T001684,C0088,CAMP015,2025-11-13,ONLINE,SR014,2869.24
T001685,C0083,CAMP013,2025-11-10,CONFERENCE,SR014,338.87
T001686,C0085,CAMP008,2025-12-07,EMAIL,SR015,1490.47
T001687,C0085,CAMP008,2025-11-12,HOSPITAL_VISIT,SR015,955.54
T001688,C0063,CAMP007,2025-11-22,CONFERENCE,SR013,1319.77
T001689,C0086,CAMP010,2025-11-04,CONFERENCE,SR017,602.12
T001690,C0086,CAMP004,2025-10-31,ONLINE,SR017,1531.87
T001691,C0067,CAMP003,2025-12-12,CONFERENCE,SR015,1057.35
T001692,C0118,CAMP004,2025-10-30,EMAIL,SR020,1406.23
T001693,C0118,CAMP015,2025-12-01,ONLINE,SR020,1378.5
T001694,C0112,CAMP003,2025-12-21,HOSPITAL_VISIT,SR024,695.07
T001695,C0114,CAMP009,2025-11-17,ONLINE,SR024,1862.6
T001696,C0110,CAMP006,2025-10-31,HOSPITAL_VISIT,SR021,608.17
T001697,C0110,CAMP002,2025-11-11,HOSPITAL_VISIT,SR021,1690.18
T001698,C0102,CAMP013,2025-11-16,CONFERENCE,SR023,2262.67
T001699,C0091,CAMP012,2025-11-15,ONLINE,SR023,1410.24
T001700,C0091,CAMP005,2025-11-19,ONLINE,SR023,1323.13
T001701,C0117,CAMP008,2025-11-05,EMAIL,SR020,1855.33
T001702,C0113,CAMP011,2025-11-20,CONFERENCE,SR023,1844.09
T001703,C0099,CAMP008,2025-12-08,CONFERENCE,SR023,2371.17
T001704,C0113,CAMP009,2025-11-11,EMAIL,SR021,548.34
T001705,C0113,CAMP012,2025-11-04,HOSPITAL_VISIT,SR021,2938.29
T001706,C0106,CAMP014,2025-11-25,CONFERENCE,SR021,1028.06
T001707,C0106,CAMP014,2025-11-13,EMAIL,SR021,536.16
T001708,C0107,CAMP008,2025-12-19,EMAIL,SR021,492.26
T001709,C0030,CAMP007,2025-11-27,EMAIL,SR002,351.24
T001710,C0010,CAMP012,2026-01-01,ONLINE,SR002,2352.2
T001711,C0010,CAMP015,2026-01-03,CONFERENCE,SR002,2102.46
T001712,C0013,CAMP005,2026-01-04,CONFERENCE,SR005,1984.01
T001713,C0025,CAMP013,2025-12-12,EMAIL,SR001,1425.19
T001714,C0010,CAMP003,2025-12-24,EMAIL,SR005,1260.49
T001715,C0019,CAMP011,2026-01-03,CONFERENCE,SR004,1984.4
T001716,C0018,CAMP013,2025-12-22,HOSPITAL_VISIT,SR006,1974.18
T001717,C0001,CAMP002,2025-12-30,ONLINE,SR004,1785.9
T001718,C0001,CAMP001,2025-12-27,CONFERENCE,SR004,1787.48
T001719,C0015,CAMP007,2025-12-24,EMAIL,SR001,2796.14
T001720,C0015,CAMP012,2025-12-28,HOSPITAL_VISIT,SR001,2322.3
T001721,C0030,CAMP003,2025-12-02,ONLINE,SR002,224.86
T001722,C0030,CAMP002,2025-11-23,ONLINE,SR002,2863.34
T001723,C0017,CAMP015,2025-12-27,HOSPITAL_VISIT,SR002,1116.17
T001724,C0017,CAMP012,2026-01-22,CONFERENCE,SR002,236.01
T001725,C0013,CAMP012,2025-12-14,CONFERENCE,SR005,2558.5
T001726,C0013,CAMP006,2025-12-08,CONFERENCE,SR005,1442.21
T001727,C0008,CAMP002,2025-12-21,CONFERENCE,SR003,1127.58
T001728,C0010,CAMP001,2026-01-06,CONFERENCE,SR005,2499.38
T001729,C0015,CAMP001,2025-12-21,CONFERENCE,SR001,521.33
T001730,C0015,CAMP009,2025-12-21,CONFERENCE,SR001,1135.09
T001731,C0003,CAMP013,2026-01-08,ONLINE,SR005,1551.85
T001732,C0025,CAMP004,2025-12-11,HOSPITAL_VISIT,SR004,1525.76
T001733,C0025,CAMP014,2025-12-18,EMAIL,SR004,1539.63
T001734,C0002,CAMP004,2025-12-09,EMAIL,SR006,2469.03
T001735,C0002,CAMP001,2025-11-30,HOSPITAL_VISIT,SR006,2156.8
T001736,C0025,CAMP002,2026-01-05,ONLINE,SR002,2384.63
T001737,C0025,CAMP012,2025-12-24,EMAIL,SR002,1303.78
T001738,C0012,CAMP012,2025-12-10,EMAIL,SR005,2166.3
T001739,C0015,CAMP005,2025-12-19,ONLINE,SR004,627.36
T001740,C0015,CAMP015,2025-11-29,CONFERENCE,SR004,2389.92
T001741,C0018,CAMP014,2026-01-08,CONFERENCE,SR005,1806.67
T001742,C0018,CAMP004,2025-12-23,HOSPITAL_VISIT,SR005,1269.93
T001743,C0022,CAMP005,2026-01-01,ONLINE,SR004,2652.48
T001744,C0025,CAMP007,2025-12-27,EMAIL,SR001,1534.1
T001745,C0054,CAMP002,2025-12-19,ONLINE,SR007,1403.39
T001746,C0054,CAMP009,2025-12-27,EMAIL,SR007,824.08
T001747,C0047,CAMP004,2025-12-31,HOSPITAL_VISIT,SR008,2292.75
T001748,C0043,CAMP013,2025-12-31,HOSPITAL_VISIT,SR012,338.9
T001749,C0043,CAMP011,2025-12-19,ONLINE,SR012,2864.0
T001750,C0056,CAMP007,2026-01-05,ONLINE,SR007,1588.68
T001751,C0046,CAMP006,2026-01-06,CONFERENCE,SR007,1371.14
T001752,C0040,CAMP002,2025-12-02,ONLINE,SR008,2576.24
T001753,C0040,CAMP009,2025-12-19,EMAIL,SR008,1743.45
T001754,C0039,CAMP011,2025-12-27,HOSPITAL_VISIT,SR010,1046.64
T001755,C0039,CAMP012,2025-11-26,HOSPITAL_VISIT,SR010,394.98
T001756,C0055,CAMP002,2025-12-23,HOSPITAL_VISIT,SR008,2393.15
T001757,C0057,CAMP004,2025-12-15,CONFERENCE,SR010,2870.23
T001758,C0038,CAMP007,2026-01-12,HOSPITAL_VISIT,SR011,1650.53
T001759,C0038,CAMP012,2026-01-01,ONLINE,SR011,2647.89
T001760,C0058,CAMP005,2025-12-19,EMAIL,SR011,1455.83
T001761,C0058,CAMP015,2025-12-03,EMAIL,SR011,1735.17
T001762,C0059,CAMP008,2025-12-19,EMAIL,SR010,466.41
T001763,C0059,CAMP010,2026-01-11,HOSPITAL_VISIT,SR010,2238.73
T001764,C0034,CAMP009,2025-12-16,CONFERENCE,SR009,726.94
T001765,C0034,CAMP009,2026-01-06,EMAIL,SR009,2723.98
T001766,C0059,CAMP008,2026-01-10,EMAIL,SR007,2768.38
T001767,C0033,CAMP003,2026-01-05,HOSPITAL_VISIT,SR010,2007.78
T001768,C0053,CAMP009,2026-01-13,ONLINE,SR011,1423.75
T001769,C0053,CAMP014,2026-01-17,HOSPITAL_VISIT,SR011,721.34
T001770,C0040,CAMP004,2025-12-27,EMAIL,SR012,1031.84
T001771,C0044,CAMP003,2026-01-05,HOSPITAL_VISIT,SR009,1396.49
T001772,C0044,CAMP008,2026-01-07,ONLINE,SR009,711.39
T001773,C0042,CAMP002,2025-12-13,HOSPITAL_VISIT,SR007,2582.41
T001774,C0042,CAMP008,2026-01-19,EMAIL,SR012,1663.68
T001775,C0042,CAMP011,2026-01-19,ONLINE,SR012,1352.53
T001776,C0041,CAMP010,2025-12-25,CONFERENCE,SR007,464.06
T001777,C0041,CAMP009,2025-12-31,CONFERENCE,SR007,2122.17
T001778,C0047,CAMP003,2025-12-11,HOSPITAL_VISIT,SR010,2677.64
T001779,C0067,CAMP003,2025-12-29,CONFERENCE,SR016,426.9
T001780,C0067,CAMP010,2025-12-23,EMAIL,SR016,1826.51
T001781,C0067,CAMP012,2025-12-22,ONLINE,SR015,548.35
T001782,C0085,CAMP008,2025-11-28,CONFERENCE,SR016,2032.39
T001783,C0085,CAMP008,2025-12-05,EMAIL,SR016,1502.72
T001784,C0079,CAMP012,2026-01-02,EMAIL,SR016,975.2
T001785,C0079,CAMP008,2025-12-29,ONLINE,SR016,2006.13
T001786,C0079,CAMP010,2026-01-05,ONLINE,SR015,2277.12
T001787,C0079,CAMP006,2025-12-18,EMAIL,SR015,2921.57
T001788,C0074,CAMP005,2026-01-12,CONFERENCE,SR017,207.61
T001789,C0074,CAMP012,2026-01-13,CONFERENCE,SR017,1071.27
T001790,C0084,CAMP010,2025-12-16,HOSPITAL_VISIT,SR016,1670.72
T001791,C0079,CAMP007,2025-12-19,ONLINE,SR016,2639.49
T001792,C0083,CAMP006,2025-12-18,EMAIL,SR014,871.14
T001793,C0084,CAMP011,2025-12-08,HOSPITAL_VISIT,SR016,2223.6
T001794,C0084,CAMP012,2025-12-25,ONLINE,SR016,300.84
T001795,C0096,CAMP009,2025-12-29,ONLINE,SR019,1072.6
T001796,C0100,CAMP003,2025-12-09,HOSPITAL_VISIT,SR024,1238.59
T001797,C0115,CAMP009,2025-12-29,CONFERENCE,SR023,286.31
T001798,C0117,CAMP008,2026-01-02,CONFERENCE,SR020,1115.74
T001799,C0117,CAMP011,2025-12-15,EMAIL,SR020,856.74
T001800,C0117,CAMP004,2025-12-11,EMAIL,SR019,2372.49
T001801,C0117,CAMP014,2026-01-06,HOSPITAL_VISIT,SR023,992.14
T001802,C0117,CAMP009,2025-12-13,HOSPITAL_VISIT,SR023,1049.17
T001803,C0116,CAMP007,2025-12-03,HOSPITAL_VISIT,SR021,206.57
T001804,C0116,CAMP008,2025-12-29,ONLINE,SR021,1601.96
T001805,C0094,CAMP002,2025-12-31,ONLINE,SR019,2165.88
T001806,C0094,CAMP011,2025-11-26,EMAIL,SR019,2409.29
T001807,C0119,CAMP002,2025-11-25,HOSPITAL_VISIT,SR022,489.97
T001808,C0119,CAMP002,2025-12-09,HOSPITAL_VISIT,SR022,1653.7
T001809,C0116,CAMP011,2025-12-23,EMAIL,SR024,228.63
T001810,C0093,CAMP008,2025-12-30,ONLINE,SR019,2820.01
T001811,C0093,CAMP008,2025-12-05,HOSPITAL_VISIT,SR019,2585.34
T001812,C0107,CAMP005,2025-12-22,CONFERENCE,SR023,448.96
T001813,C0117,CAMP008,2026-01-04,CONFERENCE,SR022,558.91
T001814,C0114,CAMP006,2025-12-14,HOSPITAL_VISIT,SR024,2407.94
T001815,C0114,CAMP014,2025-12-26,CONFERENCE,SR024,946.34
T001816,C0020,CAMP014,2026-01-03,EMAIL,SR001,989.84
T001817,C0020,CAMP006,2025-12-28,CONFERENCE,SR001,352.13
T001818,C0010,CAMP013,2026-01-09,EMAIL,SR001,1490.85
T001819,C0010,CAMP012,2025-12-31,ONLINE,SR001,452.25
T001820,C0003,CAMP010,2026-02-08,CONFERENCE,SR003,244.46
T001821,C0027,CAMP009,2026-01-04,ONLINE,SR005,2445.57
T001822,C0013,CAMP013,2026-01-12,HOSPITAL_VISIT,SR002,394.11
T001823,C0013,CAMP015,2026-02-04,HOSPITAL_VISIT,SR002,1054.02
T001824,C0020,CAMP008,2025-12-26,EMAIL,SR001,417.89
T001825,C0027,CAMP002,2026-01-04,ONLINE,SR005,646.8
T001826,C0017,CAMP015,2026-01-30,EMAIL,SR005,1474.73
T001827,C0017,CAMP014,2026-02-11,ONLINE,SR005,1904.0
T001828,C0013,CAMP012,2026-02-18,HOSPITAL_VISIT,SR006,478.24
T001829,C0013,CAMP005,2026-01-29,HOSPITAL_VISIT,SR006,2520.08
T001830,C0013,CAMP013,2026-02-13,EMAIL,SR002,2659.66
T001831,C0007,CAMP012,2026-01-21,HOSPITAL_VISIT,SR002,2091.62
T001832,C0001,CAMP012,2026-01-27,HOSPITAL_VISIT,SR006,2526.37
T001833,C0003,CAMP007,2026-01-13,CONFERENCE,SR003,1703.61
T001834,C0004,CAMP011,2026-01-26,HOSPITAL_VISIT,SR001,2717.02
T001835,C0004,CAMP013,2026-02-09,ONLINE,SR001,1062.86
T001836,C0021,CAMP007,2026-02-05,HOSPITAL_VISIT,SR001,2257.31
T001837,C0029,CAMP014,2026-01-30,CONFERENCE,SR004,1831.12
T001838,C0005,CAMP006,2026-01-13,EMAIL,SR001,313.11
T001839,C0025,CAMP011,2026-01-15,HOSPITAL_VISIT,SR003,1827.12
T001840,C0025,CAMP003,2026-02-07,HOSPITAL_VISIT,SR003,867.04
T001841,C0003,CAMP003,2026-02-15,CONFERENCE,SR003,2107.28
T001842,C0016,CAMP014,2026-01-14,CONFERENCE,SR001,897.44
T001843,C0056,CAMP014,2026-01-17,HOSPITAL_VISIT,SR011,375.25
T001844,C0047,CAMP001,2026-01-28,CONFERENCE,SR010,2797.25
T001845,C0047,CAMP009,2026-01-31,HOSPITAL_VISIT,SR010,959.57
T001846,C0040,CAMP007,2026-01-15,ONLINE,SR010,512.86
T001847,C0059,CAMP008,2026-02-03,EMAIL,SR012,1237.46
T001848,C0055,CAMP003,2026-01-15,ONLINE,SR007,2592.77
T001849,C0055,CAMP006,2026-02-02,HOSPITAL_VISIT,SR007,2759.53
T001850,C0056,CAMP012,2026-01-07,HOSPITAL_VISIT,SR011,361.69
T001851,C0056,CAMP013,2026-01-27,HOSPITAL_VISIT,SR011,2591.87
T001852,C0048,CAMP002,2026-01-07,ONLINE,SR008,665.38
T001853,C0048,CAMP010,2026-01-12,HOSPITAL_VISIT,SR008,415.22
T001854,C0032,CAMP007,2026-01-21,CONFERENCE,SR008,1022.74
T001855,C0056,CAMP007,2026-02-05,ONLINE,SR012,364.45
T001856,C0033,CAMP009,2026-01-19,ONLINE,SR008,2596.22
T001857,C0033,CAMP002,2026-02-15,ONLINE,SR008,353.97
T001858,C0055,CAMP006,2026-02-02,CONFERENCE,SR008,1018.78
T001859,C0050,CAMP013,2026-02-09,CONFERENCE,SR011,690.56
T001860,C0050,CAMP005,2026-01-10,HOSPITAL_VISIT,SR008,1774.21
T001861,C0043,CAMP004,2026-01-17,ONLINE,SR008,866.31
T001862,C0046,CAMP007,2026-01-13,CONFERENCE,SR012,1502.45
T001863,C0060,CAMP008,2026-01-26,EMAIL,SR009,1425.56
T001864,C0032,CAMP012,2026-01-31,HOSPITAL_VISIT,SR009,1194.46
T001865,C0032,CAMP001,2026-01-21,CONFERENCE,SR009,642.81
T001866,C0031,CAMP010,2025-12-29,ONLINE,SR009,2084.74
T001867,C0031,CAMP014,2026-01-27,ONLINE,SR009,2614.09
T001868,C0045,CAMP009,2026-01-14,EMAIL,SR008,2343.8
T001869,C0032,CAMP008,2026-02-11,ONLINE,SR012,945.99
T001870,C0032,CAMP001,2026-01-22,CONFERENCE,SR012,244.0
T001871,C0050,CAMP008,2026-01-01,HOSPITAL_VISIT,SR012,1396.26
T001872,C0040,CAMP002,2026-01-09,EMAIL,SR011,2933.04
T001873,C0054,CAMP012,2026-01-03,HOSPITAL_VISIT,SR010,927.06
T001874,C0054,CAMP005,2026-01-01,HOSPITAL_VISIT,SR010,1505.02
T001875,C0076,CAMP009,2026-01-27,HOSPITAL_VISIT,SR017,1178.87
T001876,C0067,CAMP004,2026-01-29,EMAIL,SR013,1827.5
T001877,C0067,CAMP002,2026-01-11,ONLINE,SR013,992.92
T001878,C0062,CAMP013,2026-02-02,EMAIL,SR015,1622.91
T001879,C0079,CAMP013,2026-01-09,EMAIL,SR014,324.55
T001880,C0072,CAMP002,2026-01-05,HOSPITAL_VISIT,SR013,822.26
T001881,C0072,CAMP013,2026-01-23,CONFERENCE,SR013,926.21
T001882,C0078,CAMP011,2026-02-06,CONFERENCE,SR017,244.91
T001883,C0102,CAMP013,2026-01-05,EMAIL,SR019,1193.77
T001884,C0102,CAMP011,2026-01-11,CONFERENCE,SR019,1945.15
T001885,C0096,CAMP013,2026-01-02,EMAIL,SR022,837.82
T001886,C0096,CAMP003,2026-01-12,HOSPITAL_VISIT,SR022,2721.82
T001887,C0115,CAMP011,2026-01-24,HOSPITAL_VISIT,SR021,2596.89
T001888,C0115,CAMP005,2026-02-13,ONLINE,SR021,640.92
T001889,C0109,CAMP011,2026-01-19,CONFERENCE,SR024,300.92
T001890,C0112,CAMP015,2026-01-22,ONLINE,SR023,2259.77
T001891,C0112,CAMP006,2026-01-03,EMAIL,SR023,2803.11
T001892,C0099,CAMP004,2026-02-05,ONLINE,SR020,1237.6
T001893,C0117,CAMP003,2026-02-19,EMAIL,SR020,2838.36
T001894,C0117,CAMP011,2026-02-13,ONLINE,SR020,2429.52
T001895,C0117,CAMP007,2026-01-08,CONFERENCE,SR021,339.83
T001896,C0110,CAMP015,2026-01-25,CONFERENCE,SR021,2746.6
T001897,C0024,CAMP012,2026-02-24,EMAIL,SR001,2932.59
T001898,C0019,CAMP005,2026-01-25,HOSPITAL_VISIT,SR002,1909.76
T001899,C0013,CAMP015,2026-02-20,CONFERENCE,SR004,2836.97
T001900,C0013,CAMP004,2026-02-11,HOSPITAL_VISIT,SR004,267.62
T001901,C0014,CAMP013,2026-02-01,CONFERENCE,SR005,1366.73
T001902,C0022,CAMP008,2026-03-04,CONFERENCE,SR005,1441.3
T001903,C0013,CAMP012,2026-02-12,CONFERENCE,SR006,1224.87
T001904,C0024,CAMP008,2026-02-25,CONFERENCE,SR005,2528.79
T001905,C0024,CAMP008,2026-02-17,EMAIL,SR005,1502.52
T001906,C0014,CAMP014,2026-03-17,EMAIL,SR002,2585.95
T001907,C0014,CAMP002,2026-02-22,HOSPITAL_VISIT,SR002,2786.99
T001908,C0029,CAMP005,2026-02-22,EMAIL,SR004,1383.12
T001909,C0029,CAMP005,2026-02-18,ONLINE,SR004,2586.63
T001910,C0005,CAMP007,2026-03-13,HOSPITAL_VISIT,SR006,2821.57
T001911,C0010,CAMP015,2026-02-18,HOSPITAL_VISIT,SR004,2151.11
T001912,C0010,CAMP014,2026-02-06,ONLINE,SR004,2591.62
T001913,C0017,CAMP005,2026-03-07,ONLINE,SR002,2332.0
T001914,C0013,CAMP004,2026-02-26,EMAIL,SR001,1270.86
T001915,C0013,CAMP013,2026-02-21,ONLINE,SR001,353.69
T001916,C0008,CAMP009,2026-02-11,CONFERENCE,SR004,1826.52
T001917,C0008,CAMP005,2026-02-23,CONFERENCE,SR004,1560.21
T001918,C0022,CAMP005,2026-02-17,ONLINE,SR002,1758.35
T001919,C0017,CAMP002,2026-02-01,ONLINE,SR003,322.83
T001920,C0003,CAMP010,2026-02-06,HOSPITAL_VISIT,SR003,516.72
T001921,C0018,CAMP002,2026-03-11,EMAIL,SR006,2220.47
T001922,C0010,CAMP014,2026-02-14,ONLINE,SR006,2465.86
T001923,C0028,CAMP009,2026-02-04,EMAIL,SR005,2572.1
T001924,C0028,CAMP002,2026-02-12,EMAIL,SR002,469.54
T001925,C0028,CAMP012,2026-02-01,EMAIL,SR002,2785.37
T001926,C0028,CAMP013,2026-03-08,HOSPITAL_VISIT,SR003,506.7
T001927,C0003,CAMP010,2026-02-04,HOSPITAL_VISIT,SR001,430.91
T001928,C0003,CAMP001,2026-02-05,ONLINE,SR001,1449.92
T001929,C0025,CAMP005,2026-02-27,ONLINE,SR002,2883.06
T001930,C0016,CAMP015,2026-03-10,CONFERENCE,SR005,1712.85
T001931,C0016,CAMP015,2026-02-16,ONLINE,SR005,362.47
T001932,C0035,CAMP011,2026-02-08,EMAIL,SR011,306.65
T001933,C0035,CAMP007,2026-02-23,ONLINE,SR011,1088.88
T001934,C0057,CAMP003,2026-02-11,EMAIL,SR010,1374.69
T001935,C0057,CAMP004,2026-02-14,HOSPITAL_VISIT,SR010,1895.26
T001936,C0057,CAMP007,2026-02-17,ONLINE,SR009,1795.17
T001937,C0032,CAMP001,2026-03-04,HOSPITAL_VISIT,SR010,251.3
T001938,C0057,CAMP004,2026-03-16,ONLINE,SR008,493.62
T001939,C0057,CAMP004,2026-02-26,EMAIL,SR008,2774.32
T001940,C0043,CAMP015,2026-01-25,HOSPITAL_VISIT,SR008,1701.71
T001941,C0043,CAMP006,2026-01-31,ONLINE,SR008,2842.91
T001942,C0057,CAMP004,2026-02-19,HOSPITAL_VISIT,SR008,1753.09
T001943,C0057,CAMP007,2026-03-01,HOSPITAL_VISIT,SR008,436.34
T001944,C0054,CAMP008,2026-03-16,HOSPITAL_VISIT,SR007,2905.26
T001945,C0054,CAMP003,2026-02-28,HOSPITAL_VISIT,SR007,2569.88
T001946,C0055,CAMP003,2026-03-02,EMAIL,SR009,2620.87
T001947,C0040,CAMP007,2026-02-04,CONFERENCE,SR010,1679.29
T001948,C0046,CAMP012,2026-02-10,HOSPITAL_VISIT,SR012,967.41
T001949,C0046,CAMP012,2026-03-03,ONLINE,SR012,2752.12
T001950,C0032,CAMP004,2026-02-22,CONFERENCE,SR012,1021.36
T001951,C0032,CAMP003,2026-02-06,HOSPITAL_VISIT,SR012,2718.75
