prescription_event_id,customer_id,product_id,event_date,prescription_count,patient_count
RX001213,C0109,P007,2026-02-13,70,62
RX001214,C0109,P010,2026-02-10,70,64
RX001215,C0093,P016,2026-02-24,9,6
RX001216,C0112,P016,2026-02-03,62,58
RX001217,C0096,P018,2026-02-24,5,3
RX001218,C0099,P015,2026-02-19,15,13
RX001219,C0117,P020,2026-02-23,47,44
RX001220,C0112,P024,2026-02-23,84,53
RX001221,C0117,P024,2026-02-15,58,53
RX001222,C0110,P026,2026-02-22,83,64
RX001223,C0014,P004,2026-03-01,7,6
RX001224,C0022,P001,2026-03-22,112,104
RX001225,C0024,P001,2026-03-21,120,94
RX001226,C0014,P004,2026-03-22,104,93
RX001227,C0005,P005,2026-03-21,39,36
RX001228,C0010,P001,2026-03-15,46,42
RX001229,C0023,P003,2026-03-05,56,35
RX001230,C0017,P008,2026-03-07,79,65
RX001231,C0029,P011,2026-03-03,38,36
RX001232,C0015,P012,2026-03-15,111,77
RX001233,C0017,P012,2026-03-22,11,9
RX001234,C0013,P012,2026-03-18,22,19
RX001235,C0030,P010,2026-03-20,16,12
RX001236,C0022,P014,2026-03-03,64,51
RX001237,C0020,P018,2026-03-28,54,48
RX001238,C0017,P016,2026-03-09,21,15
RX001239,C0004,P018,2026-03-07,101,71
RX001240,C0003,P016,2026-03-11,42,37
RX001241,C0018,P015,2026-03-23,101,92
RX001242,C0001,P014,2026-03-20,42,27
RX001243,C0028,P015,2026-03-06,108,86
RX001244,C0028,P020,2026-03-03,49,36
RX001245,C0022,P023,2026-03-19,117,73
RX001246,C0025,P024,2026-03-26,68,49
RX001247,C0006,P022,2026-03-02,76,51
RX001248,C0005,P030,2026-03-18,10,9
RX001249,C0057,P003,2026-03-22,61,57
RX001250,C0032,P003,2026-03-25,96,90
RX001251,C0057,P001,2026-03-22,68,50
RX001252,C0043,P006,2026-03-03,43,37
RX001253,C0057,P006,2026-03-06,88,79
RX001254,C0054,P001,2026-03-22,12,8
RX001255,C0046,P006,2026-03-17,15,11
RX001256,C0032,P006,2026-03-13,44,39
RX001257,C0041,P009,2026-03-17,60,53
RX001258,C0057,P008,2026-03-12,83,57
RX001259,C0040,P007,2026-03-03,117,91
RX001260,C0036,P009,2026-03-17,25,19
RX001261,C0055,P018,2026-03-18,58,37
RX001262,C0052,P018,2026-03-05,49,40
RX001263,C0044,P019,2026-03-09,58,45
RX001264,C0033,P022,2026-03-20,82,71
RX001265,C0050,P020,2026-03-15,69,58
RX001266,C0033,P022,2026-03-14,31,27
RX001267,C0031,P019,2026-03-25,49,36
RX001268,C0037,P020,2026-03-06,87,80
RX001269,C0032,P023,2026-03-11,81,72
RX001270,C0054,P025,2026-03-25,51,47
RX001271,C0052,P026,2026-03-24,41,37
RX001272,C0063,P004,2026-03-15,64,51
RX001273,C0078,P001,2026-03-21,77,51
RX001274,C0076,P002,2026-03-23,71,47
RX001275,C0062,P007,2026-03-15,77,51
RX001276,C0065,P015,2026-03-01,51,38
RX001277,C0064,P016,2026-03-04,108,73
RX001278,C0075,P022,2026-03-01,18,15
RX001279,C0072,P024,2026-03-17,84,51
RX001280,C0061,P025,2026-03-18,63,56
RX001281,C0119,P005,2026-03-20,90,75
RX001282,C0102,P001,2026-03-16,86,80
RX001283,C0100,P003,2026-03-15,43,26
RX001284,C0114,P009,2026-03-22,29,20
RX001285,C0111,P008,2026-03-18,50,47
RX001286,C0095,P012,2026-03-17,97,69
RX001287,C0117,P009,2026-03-08,109,70
RX001288,C0109,P010,2026-03-23,21,19
RX001289,C0117,P017,2026-03-13,66,44
RX001290,C0111,P016,2026-03-04,84,64
RX001291,C0107,P023,2026-03-12,11,9
RX001292,C0091,P022,2026-03-06,116,102
RX001293,C0110,P028,2026-03-04,57,37
RX001294,C0106,P028,2026-03-08,91,76
RX001295,C0017,P005,2026-04-04,106,88
RX001296,C0024,P003,2026-04-14,116,79
RX001297,C0023,P005,2026-04-02,119,86
RX001298,C0027,P002,2026-04-13,31,25
RX001299,C0010,P003,2026-04-03,41,31
RX001300,C0019,P002,2026-04-10,95,88
RX001301,C0022,P005,2026-04-19,119,108
RX001302,C0024,P003,2026-04-11,32,25
RX001303,C0029,P006,2026-04-27,50,41
RX001304,C0006,P004,2026-04-26,77,60
RX001305,C0029,P008,2026-04-04,12,7
RX001306,C0016,P011,2026-04-13,53,33
RX001307,C0011,P009,2026-04-13,110,72
RX001308,C0016,P009,2026-04-11,16,10
RX001309,C0011,P010,2026-04-28,60,46
RX001310,C0008,P013,2026-04-12,48,33
RX001311,C0029,P015,2026-04-25,84,57
RX001312,C0017,P013,2026-04-18,107,70
RX001313,C0001,P018,2026-04-25,99,62
RX001314,C0021,P017,2026-04-12,77,54
RX001315,C0003,P017,2026-04-22,28,18
RX001316,C0024,P016,2026-04-14,42,25
RX001317,C0009,P019,2026-04-20,81,60
RX001318,C0025,P022,2026-04-12,112,102
RX001319,C0006,P022,2026-04-10,104,98
RX001320,C0008,P024,2026-04-17,48,35
RX001321,C0008,P022,2026-04-19,38,32
RX001322,C0006,P022,2026-04-21,85,58
RX001323,C0024,P029,2026-04-11,78,71
RX001324,C0006,P027,2026-04-02,64,60
RX001325,C0044,P001,2026-04-25,31,26
RX001326,C0038,P004,2026-04-21,34,20
RX001327,C0046,P006,2026-04-09,69,47
RX001328,C0035,P004,2026-04-09,28,22
RX001329,C0059,P004,2026-04-04,55,49
RX001330,C0035,P006,2026-04-13,89,61
RX001331,C0058,P001,2026-04-25,22,17
RX001332,C0041,P007,2026-04-17,47,38
RX001333,C0050,P007,2026-04-24,113,78
RX001334,C0040,P007,2026-04-06,100,86
RX001335,C0033,P012,2026-04-16,50,45
RX001336,C0040,P016,2026-04-14,89,79
RX001337,C0046,P018,2026-04-21,41,27
RX001338,C0031,P017,2026-04-28,100,72
RX001339,C0044,P019,2026-04-16,38,23
RX001340,C0051,P019,2026-04-14,62,44
RX001341,C0045,P023,2026-04-12,97,71
RX001342,C0038,P028,2026-04-02,105,77
RX001343,C0041,P030,2026-04-12,68,62
RX001344,C0085,P005,2026-04-18,60,36
RX001345,C0067,P002,2026-04-21,109,91
RX001346,C0062,P012,2026-04-28,18,13
RX001347,C0074,P008,2026-04-10,111,92
RX001348,C0068,P015,2026-04-09,107,99
RX001349,C0063,P015,2026-04-03,16,12
RX001350,C0065,P020,2026-04-26,28,24
RX001351,C0076,P020,2026-04-19,49,40
RX001352,C0089,P022,2026-04-27,97,76
RX001353,C0105,P006,2026-04-20,88,53
RX001354,C0118,P010,2026-04-20,5,4
RX001355,C0117,P008,2026-04-13,76,70
RX001356,C0118,P012,2026-04-07,66,46
RX001357,C0111,P008,2026-04-20,105,74
RX001358,C0094,P011,2026-04-22,42,35
RX001359,C0099,P014,2026-04-19,108,89
RX001360,C0101,P015,2026-04-01,11,9
RX001361,C0110,P015,2026-04-10,67,58
RX001362,C0113,P017,2026-04-14,120,102
RX001363,C0101,P018,2026-04-25,47,43
RX001364,C0091,P020,2026-04-16,16,11
RX001365,C0107,P023,2026-04-06,55,48
RX001366,C0098,P029,2026-04-05,102,66
RX001367,C0105,P027,2026-04-01,92,82
RX001368,C0020,P005,2026-05-06,9,5
RX001369,C0023,P006,2026-05-09,20,15
RX001370,C0018,P004,2026-05-24,78,62
RX001371,C0020,P002,2026-05-27,86,81
RX001372,C0010,P005,2026-05-01,13,11
RX001373,C0017,P005,2026-05-05,105,91
RX001374,C0019,P005,2026-05-18,36,25
RX001375,C0005,P003,2026-05-09,62,47
RX001376,C0029,P009,2026-05-05,120,74
RX001377,C0030,P009,2026-05-07,35,28
RX001378,C0018,P008,2026-05-12,46,39
RX001379,C0003,P007,2026-05-24,112,71
RX001380,C0018,P012,2026-05-20,45,34
RX001381,C0004,P016,2026-05-15,107,100
RX001382,C0018,P015,2026-05-06,8,5
RX001383,C0003,P013,2026-05-08,96,83
RX001384,C0021,P015,2026-05-25,25,20
RX001385,C0028,P014,2026-05-17,107,83
RX001386,C0010,P015,2026-05-22,6,3
RX001387,C0018,P023,2026-05-01,115,75
RX001388,C0006,P023,2026-05-15,56,37
RX001389,C0022,P023,2026-05-12,89,64
RX001390,C0028,P023,2026-05-08,115,73
RX001391,C0005,P023,2026-05-23,95,64
RX001392,C0006,P025,2026-05-20,57,47
RX001393,C0047,P002,2026-05-22,44,38
RX001394,C0054,P001,2026-05-02,77,71
RX001395,C0044,P002,2026-05-21,71,55
RX001396,C0059,P003,2026-05-20,23,15
RX001397,C0046,P002,2026-05-14,81,67
RX001398,C0056,P006,2026-05-03,96,58
RX001399,C0035,P006,2026-05-14,52,35
RX001400,C0055,P006,2026-05-19,87,52
RX001401,C0042,P004,2026-05-18,34,30
RX001402,C0059,P009,2026-05-04,50,44
RX001403,C0055,P016,2026-05-25,107,66
RX001404,C0057,P017,2026-05-16,99,77
RX001405,C0038,P013,2026-05-28,111,104
RX001406,C0052,P015,2026-05-17,109,94
RX001407,C0035,P014,2026-05-27,54,50
RX001408,C0032,P019,2026-05-07,51,45
RX001409,C0045,P020,2026-05-21,8,7
RX001410,C0053,P020,2026-05-02,53,44
RX001411,C0062,P004,2026-05-17,68,42
RX001412,C0061,P004,2026-05-09,74,67
RX001413,C0061,P001,2026-05-26,110,93
RX001414,C0065,P003,2026-05-25,52,36
RX001415,C0061,P009,2026-05-17,56,50
RX001416,C0061,P008,2026-05-14,10,9
RX001417,C0061,P017,2026-05-24,36,23
RX001418,C0081,P013,2026-05-18,6,4
RX001419,C0075,P021,2026-05-23,28,24
RX001420,C0088,P027,2026-05-15,42,34
RX001421,C0096,P002,2026-05-10,84,52
RX001422,C0102,P002,2026-05-08,43,31
RX001423,C0102,P003,2026-05-28,5,3
RX001424,C0110,P004,2026-05-14,32,28
RX001425,C0105,P009,2026-05-06,118,101
RX001426,C0117,P009,2026-05-08,5,3
RX001427,C0094,P009,2026-05-04,88,77
RX001428,C0118,P016,2026-05-13,42,35
RX001429,C0091,P014,2026-05-19,40,34
RX001430,C0096,P017,2026-05-09,98,89
RX001431,C0119,P013,2026-05-09,78,70
RX001432,C0117,P018,2026-05-26,37,31
RX001433,C0113,P018,2026-05-09,90,68
RX001434,C0098,P021,2026-05-09,29,25
RX001435,C0095,P024,2026-05-19,106,93
RX001436,C0091,P020,2026-05-05,85,66
RX001437,C0022,P002,2026-06-02,29,23
RX001438,C0022,P005,2026-06-25,105,74
RX001439,C0010,P001,2026-06-02,60,51
RX001440,C0023,P005,2026-06-20,24,22
RX001441,C0018,P004,2026-06-04,88,55
RX001442,C0022,P001,2026-06-22,117,90
RX001443,C0018,P002,2026-06-28,33,20
RX001444,C0023,P004,2026-06-12,59,42
RX001445,C0011,P007,2026-06-03,87,74
RX001446,C0016,P008,2026-06-14,29,24
RX001447,C0018,P010,2026-06-05,12,9
RX001448,C0030,P012,2026-06-24,55,49
RX001449,C0013,P011,2026-06-21,109,67
RX001450,C0017,P009,2026-06-01,46,30
RX001451,C0016,P011,2026-06-18,47,29
RX001452,C0021,P018,2026-06-16,6,4
RX001453,C0028,P013,2026-06-12,76,64
RX001454,C0006,P017,2026-06-17,10,8
RX001455,C0001,P015,2026-06-12,61,57
RX001456,C0029,P013,2026-06-11,22,17
RX001457,C0022,P015,2026-06-08,65,52
RX001458,C0010,P016,2026-06-10,116,85
RX001459,C0005,P017,2026-06-02,21,19
RX001460,C0007,P013,2026-06-12,14,9
RX001461,C0022,P014,2026-06-14,64,38
RX001462,C0018,P017,2026-06-05,14,13
RX001463,C0001,P017,2026-06-10,22,14
RX001464,C0002,P022,2026-06-26,97,89
RX001465,C0025,P022,2026-06-15,98,76
RX001466,C0005,P026,2026-06-18,106,68
RX001467,C0003,P027,2026-06-23,9,7
RX001468,C0006,P028,2026-06-27,15,13
RX001469,C0040,P001,2026-06-27,78,65
RX001470,C0056,P005,2026-06-17,36,24
RX001471,C0057,P001,2026-06-13,65,54
RX001472,C0040,P001,2026-06-21,24,20
RX001473,C0055,P005,2026-06-08,81,60
RX001474,C0056,P004,2026-06-24,12,10
RX001475,C0038,P002,2026-06-14,55,39
RX001476,C0039,P005,2026-06-08,39,32
RX001477,C0058,P008,2026-06-06,28,17
RX001478,C0036,P011,2026-06-19,59,42
RX001479,C0034,P011,2026-06-26,57,41
RX001480,C0040,P010,2026-06-20,118,99
RX001481,C0059,P008,2026-06-02,93,65
RX001482,C0041,P013,2026-06-22,12,10
RX001483,C0055,P015,2026-06-16,19,14
RX001484,C0039,P018,2026-06-08,98,73
RX001485,C0031,P015,2026-06-27,88,58
RX001486,C0049,P015,2026-06-19,77,49
RX001487,C0058,P015,2026-06-16,20,14
RX001488,C0046,P013,2026-06-18,50,37
RX001489,C0050,P023,2026-06-22,74,65
RX001490,C0037,P024,2026-06-24,80,71
RX001491,C0050,P022,2026-06-04,40,30
RX001492,C0041,P023,2026-06-03,41,26
RX001493,C0053,P024,2026-06-02,38,26
RX001494,C0053,P023,2026-06-15,80,65
RX001495,C0047,P026,2026-06-03,74,55
RX001496,C0041,P026,2026-06-26,28,18
RX001497,C0079,P005,2026-06-22,65,47
RX001498,C0071,P005,2026-06-16,14,13
RX001499,C0081,P005,2026-06-17,96,64
RX001500,C0078,P009,2026-06-12,114,96
RX001501,C0069,P009,2026-06-01,44,36
RX001502,C0069,P011,2026-06-23,97,90
RX001503,C0079,P007,2026-06-13,39,31
RX001504,C0073,P016,2026-06-10,105,98
RX001505,C0063,P016,2026-06-08,13,11
RX001506,C0063,P022,2026-06-22,76,52
RX001507,C0110,P005,2026-06-05,48,42
RX001508,C0110,P003,2026-06-03,41,35
RX001509,C0096,P001,2026-06-22,109,102
RX001510,C0104,P006,2026-06-22,66,54
RX001511,C0119,P005,2026-06-19,55,45
RX001512,C0099,P005,2026-06-01,50,34
RX001513,C0095,P008,2026-06-19,103,85
RX001514,C0107,P008,2026-06-12,18,17
RX001515,C0117,P018,2026-06-26,92,63
RX001516,C0093,P017,2026-06-27,106,67
RX001517,C0112,P018,2026-06-27,105,84
RX001518,C0107,P019,2026-06-19,13,8
RX001519,C0103,P022,2026-06-03,69,54
RX001520,C0107,P027,2026-06-01,49,33
RX001521,C0030,P004,2026-07-28,25,16
RX001522,C0010,P003,2026-07-11,29,21
RX001523,C0013,P002,2026-07-16,30,21
RX001524,C0006,P001,2026-07-27,41,35
RX001525,C0006,P002,2026-07-15,28,22
RX001526,C0023,P002,2026-07-07,38,34
RX001527,C0025,P001,2026-07-22,74,70
RX001528,C0010,P006,2026-07-10,7,6
RX001529,C0022,P003,2026-07-04,35,28
RX001530,C0005,P005,2026-07-28,113,70
RX001531,C0008,P011,2026-07-22,40,27
RX001532,C0011,P007,2026-07-12,108,99
RX001533,C0016,P012,2026-07-09,81,58
RX001534,C0030,P007,2026-07-20,104,68
RX001535,C0021,P016,2026-07-28,111,85
RX001536,C0025,P015,2026-07-28,23,18
RX001537,C0020,P013,2026-07-23,72,64
RX001538,C0021,P014,2026-07-14,112,68
RX001539,C0007,P017,2026-07-28,64,50
RX001540,C0002,P014,2026-07-18,73,62
RX001541,C0022,P024,2026-07-09,29,21
RX001542,C0009,P019,2026-07-18,20,17
RX001543,C0030,P021,2026-07-26,47,38
RX001544,C0030,P022,2026-07-20,44,30
RX001545,C0055,P002,2026-07-16,66,43
RX001546,C0058,P004,2026-07-01,84,64
RX001547,C0040,P001,2026-07-20,21,14
RX001548,C0043,P005,2026-07-09,5,3
RX001549,C0057,P007,2026-07-22,94,74
RX001550,C0040,P012,2026-07-07,67,53
RX001551,C0059,P007,2026-07-12,100,72
RX001552,C0041,P007,2026-07-12,109,76
RX001553,C0041,P009,2026-07-18,79,65
RX001554,C0051,P016,2026-07-01,14,12
RX001555,C0046,P013,2026-07-23,69,65
RX001556,C0049,P014,2026-07-27,42,26
RX001557,C0055,P014,2026-07-19,20,14
RX001558,C0041,P018,2026-07-23,112,105
RX001559,C0031,P013,2026-07-15,41,34
RX001560,C0060,P016,2026-07-23,72,46
RX001561,C0042,P020,2026-07-25,119,95
RX001562,C0060,P020,2026-07-10,109,66
RX001563,C0053,P020,2026-07-27,96,67
RX001564,C0041,P020,2026-07-05,67,42
RX001565,C0033,P024,2026-07-09,113,95
RX001566,C0041,P029,2026-07-21,60,48
RX001567,C0089,P006,2026-07-20,64,56
RX001568,C0077,P001,2026-07-24,85,69
RX001569,C0078,P001,2026-07-23,71,65
RX001570,C0081,P001,2026-07-15,30,27
RX001571,C0077,P003,2026-07-13,95,89
RX001572,C0070,P002,2026-07-18,90,65
RX001573,C0069,P010,2026-07-16,96,72
RX001574,C0069,P008,2026-07-24,41,38
RX001575,C0066,P017,2026-07-15,104,71
RX001576,C0085,P023,2026-07-08,73,49
RX001577,C0088,P025,2026-07-27,21,19
RX001578,C0110,P002,2026-07-08,23,15
RX001579,C0095,P003,2026-07-19,19,17
RX001580,C0104,P006,2026-07-10,60,39
RX001581,C0119,P004,2026-07-28,104,90
RX001582,C0095,P001,2026-07-10,72,58
RX001583,C0095,P011,2026-07-04,109,91
RX001584,C0092,P009,2026-07-12,59,49
RX001585,C0092,P007,2026-07-17,22,14
RX001586,C0109,P012,2026-07-26,64,56
RX001587,C0093,P014,2026-07-09,79,65
RX001588,C0094,P015,2026-07-18,60,51
RX001589,C0118,P018,2026-07-11,62,54
RX001590,C0097,P022,2026-07-24,65,52
RX001591,C0119,P022,2026-07-25,93,81
RX001592,C0105,P025,2026-07-11,111,79
RX001593,C0027,P006,2026-08-17,54,45
RX001594,C0010,P003,2026-08-15,50,33
RX001595,C0029,P004,2026-08-15,20,14
RX001596,C0027,P003,2026-08-01,98,86
RX001597,C0020,P001,2026-08-27,102,80
RX001598,C0010,P005,2026-08-16,102,69
RX001599,C0018,P005,2026-08-18,81,57
RX001600,C0025,P001,2026-08-04,60,37
RX001601,C0003,P007,2026-08-25,103,89
RX001602,C0008,P008,2026-08-07,82,61
RX001603,C0018,P015,2026-08-13,24,15
RX001604,C0018,P014,2026-08-21,92,73
RX001605,C0018,P016,2026-08-07,34,25
RX001606,C0025,P016,2026-08-03,59,46
RX001607,C0005,P019,2026-08-23,18,14
RX001608,C0005,P019,2026-08-11,89,64
RX001609,C0019,P023,2026-08-21,117,83
RX001610,C0005,P027,2026-08-17,85,61
RX001611,C0006,P028,2026-08-09,7,5
RX001612,C0006,P028,2026-08-13,98,90
RX001613,C0058,P004,2026-08-07,73,49
RX001614,C0043,P003,2026-08-04,52,34
RX001615,C0038,P001,2026-08-11,5,3
RX001616,C0032,P005,2026-08-01,110,72
RX001617,C0032,P004,2026-08-06,16,13
RX001618,C0044,P004,2026-08-09,16,10
RX001619,C0038,P003,2026-08-24,33,26
RX001620,C0038,P003,2026-08-16,44,37
RX001621,C0034,P012,2026-08-02,78,58
RX001622,C0059,P010,2026-08-05,81,68
RX001623,C0058,P008,2026-08-23,75,68
RX001624,C0057,P007,2026-08-02,68,43
RX001625,C0041,P007,2026-08-09,99,62
RX001626,C0055,P012,2026-08-07,35,24
RX001627,C0055,P017,2026-08-21,17,10
RX001628,C0050,P014,2026-08-11,75,45
RX001629,C0046,P015,2026-08-13,67,56
RX001630,C0050,P016,2026-08-17,19,15
RX001631,C0047,P016,2026-08-18,51,38
RX001632,C0050,P024,2026-08-18,19,17
RX001633,C0042,P024,2026-08-17,36,32
RX001634,C0031,P020,2026-08-13,69,53
RX001635,C0045,P022,2026-08-22,27,21
RX001636,C0040,P029,2026-08-03,64,43
RX001637,C0038,P029,2026-08-02,40,26
RX001638,C0061,P001,2026-08-17,53,37
RX001639,C0077,P006,2026-08-10,111,93
RX001640,C0071,P007,2026-08-07,83,61
RX001641,C0061,P012,2026-08-05,98,84
RX001642,C0074,P010,2026-08-08,5,3
RX001643,C0070,P013,2026-08-12,118,101
RX001644,C0074,P016,2026-08-27,19,15
RX001645,C0069,P018,2026-08-03,6,5
RX001646,C0063,P021,2026-08-02,83,72
RX001647,C0064,P019,2026-08-25,91,82
RX001648,C0061,P026,2026-08-24,80,48
RX001649,C0100,P003,2026-08-14,90,83
RX001650,C0105,P002,2026-08-07,68,54
RX001651,C0114,P009,2026-08-13,30,24
RX001652,C0115,P008,2026-08-03,105,74
RX001653,C0110,P015,2026-08-19,92,64
RX001654,C0110,P014,2026-08-05,29,22
RX001655,C0093,P016,2026-08-01,53,37
RX001656,C0119,P021,2026-08-15,83,64
RX001657,C0097,P019,2026-08-28,99,70
RX001658,C0119,P030,2026-08-15,54,46
RX001659,C0013,P003,2026-09-15,64,57
RX001660,C0017,P004,2026-09-16,106,88
RX001661,C0014,P005,2026-09-01,10,9
RX001662,C0013,P003,2026-09-09,18,12
RX001663,C0027,P003,2026-09-15,69,42
RX001664,C0006,P004,2026-09-20,32,27
RX001665,C0018,P009,2026-09-07,102,63
RX001666,C0008,P010,2026-09-12,102,64
RX001667,C0003,P011,2026-09-11,92,57
RX001668,C0008,P009,2026-09-24,100,84
RX001669,C0029,P008,2026-09-17,49,33
RX001670,C0011,P008,2026-09-15,22,15
RX001671,C0007,P011,2026-09-05,30,19
RX001672,C0029,P008,2026-09-20,71,45
RX001673,C0028,P016,2026-09-20,38,31
RX001674,C0001,P014,2026-09-25,29,18
RX001675,C0022,P016,2026-09-12,118,106
RX001676,C0025,P018,2026-09-21,111,92
RX001677,C0028,P015,2026-09-23,51,36
RX001678,C0002,P013,2026-09-09,108,90
RX001679,C0018,P024,2026-09-06,9,8
RX001680,C0018,P021,2026-09-07,59,37
RX001681,C0022,P019,2026-09-09,16,10
RX001682,C0006,P019,2026-09-11,75,63
RX001683,C0019,P023,2026-09-27,94,76
RX001684,C0029,P030,2026-09-06,23,15
RX001685,C0026,P027,2026-09-04,116,95
RX001686,C0035,P002,2026-09-15,34,24
RX001687,C0046,P001,2026-09-15,95,88
RX001688,C0056,P002,2026-09-18,33,25
RX001689,C0032,P002,2026-09-16,25,18
RX001690,C0056,P003,2026-09-21,31,21
RX001691,C0043,P006,2026-09-18,32,21
RX001692,C0048,P005,2026-09-01,27,16
RX001693,C0039,P001,2026-09-23,25,17
RX001694,C0032,P006,2026-09-23,50,36
RX001695,C0040,P008,2026-09-24,99,79
RX001696,C0060,P012,2026-09-12,48,29
RX001697,C0050,P010,2026-09-03,93,56
RX001698,C0058,P010,2026-09-15,54,42
RX001699,C0038,P012,2026-09-02,65,61
RX001700,C0033,P009,2026-09-10,97,75
RX001701,C0058,P018,2026-09-27,77,49
RX001702,C0035,P015,2026-09-19,57,53
RX001703,C0031,P014,2026-09-08,70,64
RX001704,C0041,P016,2026-09-22,98,68
RX001705,C0055,P015,2026-09-27,34,21
RX001706,C0053,P020,2026-09-16,72,51
RX001707,C0051,P021,2026-09-07,116,85
RX001708,C0051,P020,2026-09-23,74,62
RX001709,C0053,P019,2026-09-06,80,61
RX001710,C0044,P019,2026-09-02,114,76
RX001711,C0044,P019,2026-09-11,16,12
RX001712,C0059,P019,2026-09-09,52,43
RX001713,C0089,P001,2026-09-11,111,99
RX001714,C0061,P001,2026-09-03,9,7
RX001715,C0064,P003,2026-09-19,51,30
RX001716,C0074,P009,2026-09-19,45,31
RX001717,C0079,P011,2026-09-19,9,6
RX001718,C0071,P011,2026-09-23,75,60
RX001719,C0078,P016,2026-09-04,105,67
RX001720,C0071,P016,2026-09-14,40,27
RX001721,C0080,P016,2026-09-24,71,60
RX001722,C0078,P013,2026-09-25,25,17
RX001723,C0076,P024,2026-09-12,116,99
RX001724,C0084,P020,2026-09-27,111,97
RX001725,C0089,P024,2026-09-24,77,67
RX001726,C0089,P020,2026-09-10,96,79
RX001727,C0119,P004,2026-09-16,44,39
RX001728,C0110,P004,2026-09-18,53,35
RX001729,C0098,P004,2026-09-10,16,9
RX001730,C0107,P010,2026-09-06,59,46
RX001731,C0092,P007,2026-09-28,40,29
RX001732,C0095,P007,2026-09-22,92,86
RX001733,C0116,P011,2026-09-10,62,54
RX001734,C0112,P018,2026-09-17,67,49
RX001735,C0119,P014,2026-09-06,112,98
RX001736,C0093,P017,2026-09-19,118,101
RX001737,C0103,P013,2026-09-12,6,4
RX001738,C0095,P022,2026-09-12,24,16
RX001739,C0112,P023,2026-09-14,110,88
RX001740,C0112,P019,2026-09-21,6,4
RX001741,C0110,P028,2026-09-28,57,35
RX001742,C0117,P026,2026-09-26,43,26
RX001743,C0020,P003,2026-10-13,60,52
RX001744,C0017,P006,2026-10-18,87,52
RX001745,C0023,P004,2026-10-01,55,45
RX001746,C0030,P004,2026-10-20,71,43
RX001747,C0017,P004,2026-10-04,97,77
RX001748,C0010,P005,2026-10-11,40,24
RX001749,C0025,P002,2026-10-28,117,110
RX001750,C0023,P003,2026-10-10,16,11
RX001751,C0005,P001,2026-10-20,8,5
RX001752,C0029,P011,2026-10-25,14,12
RX001753,C0011,P010,2026-10-21,48,29
RX001754,C0018,P008,2026-10-17,42,37
RX001755,C0001,P009,2026-10-17,83,53
RX001756,C0030,P012,2026-10-05,15,9
RX001757,C0017,P011,2026-10-14,33,24
RX001758,C0008,P018,2026-10-07,106,82
RX001759,C0004,P018,2026-10-17,47,33
RX001760,C0028,P016,2026-10-26,108,89
RX001761,C0017,P014,2026-10-24,49,33
RX001762,C0020,P014,2026-10-12,106,69
RX001763,C0018,P021,2026-10-14,71,62
RX001764,C0019,P021,2026-10-26,94,60
RX001765,C0002,P022,2026-10-02,17,15
RX001766,C0013,P020,2026-10-16,17,12
RX001767,C0016,P021,2026-10-20,90,71
RX001768,C0006,P019,2026-10-04,63,41
RX001769,C0006,P025,2026-10-09,5,4
RX001770,C0029,P026,2026-10-16,53,37
RX001771,C0029,P029,2026-10-13,84,54
RX001772,C0057,P003,2026-10-03,110,84
RX001773,C0042,P006,2026-10-23,116,74
RX001774,C0059,P003,2026-10-20,58,47
RX001775,C0044,P005,2026-10-02,55,42
RX001776,C0032,P003,2026-10-06,30,18
RX001777,C0059,P005,2026-10-03,5,3
RX001778,C0035,P006,2026-10-27,113,76
RX001779,C0038,P004,2026-10-11,118,100
RX001780,C0036,P010,2026-10-12,64,56
RX001781,C0036,P012,2026-10-05,100,92
RX001782,C0036,P009,2026-10-28,108,101
RX001783,C0034,P007,2026-10-01,46,33
RX001784,C0055,P017,2026-10-04,34,20
RX001785,C0043,P017,2026-10-10,108,73
RX001786,C0052,P017,2026-10-11,94,73
RX001787,C0051,P016,2026-10-18,85,66
RX001788,C0040,P017,2026-10-03,113,68
RX001789,C0047,P015,2026-10-28,13,11
RX001790,C0053,P018,2026-10-06,68,53
RX001791,C0033,P019,2026-10-03,80,67
RX001792,C0051,P023,2026-10-02,10,7
RX001793,C0055,P025,2026-10-12,46,33
RX001794,C0065,P001,2026-10-20,25,15
RX001795,C0064,P004,2026-10-17,63,44
RX001796,C0067,P006,2026-10-07,87,67
RX001797,C0079,P001,2026-10-22,73,68
RX001798,C0086,P009,2026-10-27,66,46
RX001799,C0078,P015,2026-10-16,117,93
RX001800,C0075,P024,2026-10-26,8,7
RX001801,C0099,P006,2026-10-23,106,98
RX001802,C0098,P001,2026-10-04,119,104
RX001803,C0107,P003,2026-10-21,65,60
RX001804,C0099,P004,2026-10-06,28,18
RX001805,C0114,P010,2026-10-03,72,54
RX001806,C0118,P008,2026-10-11,67,60
RX001807,C0116,P011,2026-10-26,58,39
RX001808,C0113,P015,2026-10-08,36,26
RX001809,C0115,P018,2026-10-26,15,9
RX001810,C0106,P013,2026-10-15,67,44
RX001811,C0117,P016,2026-10-04,76,66
RX001812,C0097,P020,2026-10-13,103,90
RX001813,C0098,P019,2026-10-02,74,50
RX001814,C0116,P021,2026-10-27,61,42
RX001815,C0114,P027,2026-10-19,47,40
RX001816,C0003,P006,2026-11-23,68,55
RX001817,C0020,P006,2026-11-11,21,15
RX001818,C0020,P003,2026-11-24,6,5
RX001819,C0006,P005,2026-11-13,71,62
